"year","country","location","precipitation"
2015,"Tokelau","South Randyhaven",78.71949358270615
2006,"Wallis and Futuna","East Ashley",78.72064462268983
2011,"Australia","South Michaelstad",78.72757384104167
2017,"Grenada","West Amy",78.73465534098641
2018,"Armenia","Barreraberg",78.74234379376165
2017,"Vietnam","Robersonbury",78.74778168630576
2005,"Germany","Port Amanda",78.75577576364839
2013,"Ireland","Richardtown",78.7624286824259
2011,"Dominica","West Natalie",78.76311654452716
2005,"Sao Tome and Principe","New Jennifer",78.78654218225819
2004,"Norway","Crystaltown",78.78807517056221
2016,"Uganda","Burkebury",78.78865034604333
2003,"Aruba","Knappfurt",78.7992135662318
2007,"Honduras","Paigeberg",78.80172747440197
2005,"North Macedonia","Websterport",78.8140144733038
2021,"Bahamas","Howellchester",78.82377917474493
2013,"Northern Mariana Islands","Tinachester",78.86836010338638
2022,"Argentina","Stephanieport",78.87117155253503
2016,"Sweden","Danielston",78.89405286135981
2020,"Liberia","South Thomasport",78.89515941704794
2008,"Seychelles","West Richardton",78.90977784620883
2009,"Marshall Islands","Port Gabriela",78.92426372024232
2003,"Martinique","Ericburgh",78.92806740616543
2021,"Nigeria","South Nicoleborough",78.92870746637252
2013,"Martinique","Lake Susan",78.934516583863
2000,"Slovenia","Powellshire",78.97388702135996
2019,"Burkina Faso","Johnsonport",78.97688839792607
2008,"New Caledonia","New Christinestad",78.9793028604087
2010,"Peru","Jessicaville",78.99229359065522
2004,"Turkey","Port Kim",78.99807302108557
2021,"Panama","East Josephton",79.02746584462477
2002,"Peru","Port Melinda",79.03399427640807
2020,"Vanuatu","Lake Melanie",79.05067634190893
2016,"Australia","East Keithton",79.05182021574339
2021,"Morocco","Herreramouth",79.06432522524554
2022,"Mongolia","Bentleyburgh",79.06600710829753
2022,"Moldova","Jefferychester",79.07355422759377
2008,"Burundi","New Denisestad",79.0969045156255
2006,"Dominican Republic","East Brookefurt",79.09917743214511
2020,"Jamaica","Lake Mary",79.10566998347899
2019,"Mayotte","Kaylaburgh",79.10741448702116
2001,"Brazil","South Katherinefurt",79.13015591280768
2014,"New Caledonia","Heatherport",79.14041800126267
2010,"Oman","Aaronchester",79.14255161350698
2002,"Liechtenstein","Mullinsport",79.17646516902681
2022,"Hong Kong","North William",79.17830605496106
2002,"Serbia","Lake Brent",79.18320663017408
2012,"Heard Island and McDonald Islands","Danielland",79.19326353326257
2015,"Netherlands","Port Tylerstad",79.20385038321585
2000,"Puerto Rico","New Meghan",79.21594392637498
2009,"Cambodia","North Pedro",79.22705406317218
2022,"Croatia","Cynthiaport",79.22757547432599
2012,"China","Ronaldmouth",79.23385668544633
2005,"Denmark","Christinechester",79.23806696773873
2001,"Aruba","Lake Shawn",79.2383541754681
2008,"Saint Martin","North Nathaniel",79.23919213694931
2005,"Cape Verde","Joshuamouth",79.24037525379809
2015,"Nigeria","North Cheryl",79.24783934695017
2008,"Serbia","Fryside",79.26329937805205
2005,"Botswana","Goodmanview",79.2652166092553
2012,"Afghanistan","Taylorstad",79.26926166906043
2012,"Botswana","Maldonadostad",79.29167938400158
2014,"Christmas Island","East Deborahmouth",79.30544234112593
2019,"Serbia","Lake Jayview",79.30895022974033
2005,"Iran","South Benjaminborough",79.31080788316368
2010,"Solomon Islands","Emilystad",79.32718991586414
2015,"Turkey","Alexanderhaven",79.34117351730517
2019,"Palau","Port Emily",79.35137498187842
2003,"Moldova","Kathyland",79.36979895365846
2004,"Dominican Republic","Port Lisastad",79.37378029099324
2022,"Albania","Susanland",79.3780647790815
2008,"North Macedonia","Owenschester",79.3901879045727
2005,"Haiti","Hernandezborough",79.40651700043075
2006,"Belarus","West Michael",79.41570973812605
2003,"Turkmenistan","Potterfort",79.41656033010106
2013,"Guadeloupe","Josephborough",79.46005822279123
2012,"Ethiopia","South Laurenborough",79.46702279450955
2013,"Lebanon","South John",79.48999050156819
2018,"Lithuania","New Michael",79.51763542961314
2020,"Guatemala","Port Danielleland",79.55634785017753
2006,"Nauru","East Justinport",79.5843712106875
2000,"Guam","West Morgan",79.59460601276002
2008,"Andorra","Mossshire",79.6166126078414
2007,"Tonga","West Jeremyside",79.6400054885817
2012,"Finland","East Jasmine",79.66861264985619
2014,"Bosnia and Herzegovina","Johnsonhaven",79.67069472028263
2017,"Spain","North Jenniferland",79.69653175939668
2006,"Guyana","Howellside",79.74351907369581
2011,"Indonesia","South Sarah",79.75807204828317
2017,"Ireland","New Amanda",79.76575875597004
2022,"Vietnam","North Gary",79.77096951036289
2014,"Mayotte","Jillianside",79.77202382875163
2022,"Poland","Port Amy",79.77580364094045
2004,"Albania","Lake Patriciaton",79.79581301614022
2000,"Netherlands","Thomasberg",79.80127331620088
2014,"Bosnia and Herzegovina","Smithfurt",79.82139222999845
2008,"Morocco","Smithton",79.85490107964878
2022,"Timor-Leste","New Nathan",79.85826926293093
2011,"New Caledonia","South Josephview",79.85970812634136
2022,"Montenegro","Davidport",79.86565841950545
2002,"Northern Mariana Islands","South Peter",79.87890592630872
2019,"Yemen","Johnsonshire",79.88361074705712
2003,"Kyrgyz Republic","Wernerborough",79.89880338402185
2005,"Montenegro","East Andreahaven",79.90204239721935
2006,"Russian Federation","Jamesborough",79.90639281712231
2015,"Christmas Island","Michaelport",79.9079245526437
2007,"Australia","West Kathyfurt",79.93327991088466
2002,"Puerto Rico","Richardbury",79.94187337892279
2011,"Puerto Rico","Port Scott",79.9528739654032
2015,"Mozambique","South Jessicashire",79.95556891554378
2009,"Norfolk Island","Lake Madelineport",79.95773320540852
2015,"Greece","Garrettland",79.97336347198079
2010,"Kazakhstan","Lake Nicholas",79.98606936792041
2010,"Jordan","Tapiastad",79.99504836477432
2020,"Nigeria","South Anthony",80.00470836375271
2007,"Ireland","Jamesmouth",80.0097836502895
2001,"Antigua and Barbuda","Matthewstown",80.02533017910612
2002,"Switzerland","Kellyborough",80.03898682785264
2016,"Korea","North Kimberly",80.06073570435912
2014,"Czech Republic","Reidmouth",80.07813970269652
2018,"Lithuania","Stevenbury",80.07882505426713
2021,"Congo","Port Deborahville",80.08660182944031
2003,"Lithuania","East Lisa",80.08932336621046
2014,"Cuba","South Amandamouth",80.0908795140612
2003,"Australia","Robertsmouth",80.09894931473906
2018,"Rwanda","New Kristin",80.11012690577486
2019,"Namibia","Smithland",80.12799376511221
2005,"Armenia","Fitzpatrickfort",80.133243835685
2010,"Georgia","Lawrencestad",80.1504896088155
2011,"French Polynesia","Derrickstad",80.17335069967886
2018,"Sri Lanka","Barnesside",80.1784382226476
2019,"Iran","New Shawn",80.20482451879502
2019,"Singapore","Sarahport",80.21359292498047
2008,"Croatia","Harrisfort",80.22105503356467
2010,"Kazakhstan","Kristinstad",80.2372204529062
2015,"Serbia","Andreton",80.24653867484388
2003,"Oman","Zavalaside",80.25290223561842
2019,"French Polynesia","South Joshualand",80.25747032594228
2020,"Vietnam","New Jacquelinetown",80.26460917031203
2022,"Guadeloupe","Dustinshire",80.28423689346468
2018,"Switzerland","West Brianborough",80.28573965822349
2010,"Nepal","South Emma",80.31857830275072
2015,"Azerbaijan","Timothymouth",80.32365766458788
2011,"Somalia","Angelaland",80.32645408539389
2014,"Slovenia","North Nicholas",80.32754693980404
2010,"South Georgia and the South Sandwich Islands","Hintonside",80.3339760502011
2012,"Saudi Arabia","Port Raymond",80.33556408274653
2021,"Algeria","Combsshire",80.34252212197153
2016,"Antarctica (the territory South of 60 deg S)","Port Stevenside",80.35854824683256
2004,"Kazakhstan","New Jennifer",80.36599729470717
2009,"Jamaica","Beckhaven",80.3724062901167
2004,"French Guiana","Kathleenview",80.38291464204262
2004,"American Samoa","Aguilarburgh",80.38671658538185
2012,"Cape Verde","Port Williamland",80.39727763340527
2021,"South Georgia and the South Sandwich Islands","Hallhaven",80.41995610465162
2012,"Montserrat","New Sarahstad",80.43170972031928
2007,"Western Sahara","West Thomasstad",80.43399155074601
2001,"Saint Barthelemy","Thompsonton",80.44226842663558
2012,"Montenegro","Lake Ashley",80.45127263404231
2008,"French Guiana","Lake Norman",80.45530906719638
2009,"Djibouti","Dunnview",80.47679592595685
2006,"Guam","East Markville",80.48606761946033
2001,"Denmark","South Ianview",80.48656247856886
2017,"Sierra Leone","South Aaronhaven",80.52073058496606
2017,"Cape Verde","Lawsonhaven",80.5461966582464
2010,"Austria","Christopherburgh",80.56357997485422
2001,"Korea","Sharpmouth",80.5660160228246
2010,"Czech Republic","Danielleview",80.57973123330363
2018,"Panama","South Lindsaystad",80.5911432448659
2020,"Syrian Arab Republic","Lake Sydneyfort",80.597712490913
2007,"Bahamas","Lake Walter",80.59809511392703
2001,"Bangladesh","West Scottmouth",80.60313419835666
2007,"Mexico","Lopezport",80.61090374768797
2022,"China","Port Stephaniefurt",80.61528032518656
2000,"Germany","Evanstad",80.616102719381
2019,"Haiti","Danielhaven",80.6173833120478
2020,"Israel","Samanthafurt",80.61836482383657
2022,"Gambia","Holmeston",80.63985902692049
2019,"Vanuatu","Emilybury",80.64117274927297
2002,"Costa Rica","Port Nancy",80.65231165952001
2008,"Heard Island and McDonald Islands","South Terri",80.65984840013932
2002,"Taiwan","Heatherburgh",80.66175837469395
2014,"Korea","Pageport",80.67068655730228
2009,"Croatia","South Donnahaven",80.67435185734418
2018,"Bolivia","Jamesville",80.67528191441717
2005,"Gabon","New Jasminebury",80.67609023170037
2017,"Qatar","Jonathanland",80.6792286680684
2022,"Saudi Arabia","East Michael",80.69262972384351
2007,"Timor-Leste","New Sharifort",80.69361941450383
2014,"Morocco","Patriciashire",80.69543069158195
2012,"Saint Barthelemy","Lake Carolview",80.7012493649163
2021,"Lithuania","West Nicholas",80.7096229977333
2003,"Saint Pierre and Miquelon","Amystad",80.72540610035436
2012,"Guinea-Bissau","Kimberlytown",80.72931022197646
2008,"Jamaica","Courtneytown",80.73371572177163
2004,"Dominican Republic","West Angelaburgh",80.73933049311091
2019,"Dominica","South Robert",80.74907646790037
2000,"Philippines","Johnshire",80.74995127782013
2001,"Bosnia and Herzegovina","Port Marie",80.75004784858452
2011,"Central African Republic","Turnerside",80.75434131166942
2010,"Martinique","West Sydneyfurt",80.75522097701683
2008,"Sao Tome and Principe","East Danielleton",80.7706682208299
2005,"Turkey","Kevinburgh",80.77999417821192
2012,"Senegal","Ericfort",80.79119635230634
2013,"Madagascar","North Traceyview",80.80387947375218
2008,"Egypt","Padillaport",80.80973389560162
2021,"Spain","Richardfurt",80.84925918770205
2013,"Vanuatu","Donaldbury",80.85100935867075
2013,"Antigua and Barbuda","East Brent",80.85241160010627
2011,"Jamaica","New Michael",80.86276672128984
2007,"United Arab Emirates","Villanuevaville",80.87259983756164
2015,"Nicaragua","New Bruce",80.88848438953458
2014,"Maldives","East Wendy",80.90095409763099
2018,"Congo","Meganshire",80.90433180154089
2003,"Aruba","South Chelseashire",80.91705737683553
2000,"Samoa","Adammouth",80.91894667671423
2007,"Kazakhstan","East Larry",80.93616964142637
2010,"Bulgaria","New Christopher",80.95404452592979
2017,"Portugal","North Christopher",80.95659124169083
2003,"French Guiana","West Colleenville",80.97380132821021
2007,"Tokelau","Alexandriaside",80.97825660618132
2015,"Yemen","New Marychester",80.98115207046267
2014,"Namibia","Claytontown",80.9824382651253
2012,"Haiti","West Edwin",81.0083530421397
2010,"Maldives","Lake Lindaborough",81.0097778536468
2008,"Finland","Thomaschester",81.01195719113923
2020,"Iraq","North Jessicaton",81.05428025061462
2000,"Saint Kitts and Nevis","South Helenberg",81.0947212435543
2012,"Guadeloupe","South Judychester",81.09672487204949
2008,"Saint Martin","Josephport",81.12439131182771
2004,"Denmark","East Gregory",81.15542065055152
2012,"Somalia","Cummingstown",81.15665157364946
2012,"Poland","South Kendra",81.16410653903611
2006,"Monaco","New Josephshire",81.17448999749514
2003,"Andorra","Jesusberg",81.177278844939
2008,"Brunei Darussalam","Andrewville",81.18617978018197
2017,"Angola","Lukeborough",81.19314956542605
2002,"Lesotho","Port Susanshire",81.21734196615894
2013,"Saint Martin","Kelleyburgh",81.2543729362034
2017,"Saint Pierre and Miquelon","Port Edwinshire",81.26070310098082
2015,"Norfolk Island","Changberg",81.26513441912732
2001,"Tanzania","Aaronside",81.27596195121949
2016,"Armenia","Port Chelsea",81.2821140199886
2007,"Suriname","Houstonhaven",81.30664765216466
2002,"Korea","East Peterberg",81.30787898496729
2003,"Turkey","Lake Margaretport",81.34768170562323
2012,"Paraguay","South Autumn",81.3754791878786
2000,"Equatorial Guinea","Lake Wayne",81.38805690095494
2006,"Sierra Leone","West William",81.40114025329899
2004,"Ukraine","South Judithtown",81.41693900079468
2021,"Bahamas","Chanburgh",81.42100577304512
2004,"Sao Tome and Principe","Goodfort",81.42240606961562
2019,"New Caledonia","Port Matthewland",81.42520408823329
2017,"Greenland","Port Krista",81.42908552272259
2014,"United States of America","South Joyview",81.4564011036502
2007,"Jamaica","Diaztown",81.4578391721727
2014,"United Kingdom","Schroedermouth",81.46030545627619
2002,"Cambodia","Jeremyport",81.46163990430514
2004,"Cape Verde","East Brandiberg",81.47321348860278
2013,"American Samoa","Alvarezville",81.51055821094798
2000,"Antarctica (the territory South of 60 deg S)","Fosterchester",81.51644463212409
2012,"Sri Lanka","Matthewburgh",81.51918798430971
2011,"Mexico","West Sherry",81.52080287490138
2002,"Nepal","Edwardsside",81.54573643413161
2018,"Djibouti","Kathleenmouth",81.54880159975791
2018,"Guyana","Velezberg",81.55082638445172
2013,"Portugal","East Tracy",81.55328162482792
2021,"El Salvador","Kelleyberg",81.5576310380582
2008,"Venezuela","Robertville",81.55867721191392
2007,"Sudan","Jenniferfort",81.55896066352177
2003,"Cyprus","South Markport",81.56218855276146
2005,"Russian Federation","Hernandezchester",81.56897287361811
2022,"Iraq","Camposchester",81.57621872172027
2001,"Solomon Islands","New Jean",81.58734497317631
2007,"Dominica","Campbellstad",81.59969082825312
2022,"Reunion","Stevenside",81.61156678821011
2009,"Nauru","Ianborough",81.61890494467083
2003,"Burundi","Darylburgh",81.65246446190865
2007,"Serbia","Butlerhaven",81.66181407891847
2004,"British Virgin Islands","New Tanya",81.67506814946634
2002,"Italy","West Alexandra",81.67556509964169
2003,"Anguilla","Juliebury",81.67892573662824
2009,"Congo","Calderonview",81.68268908443848
2015,"Falkland Islands (Malvinas)","Port Carrie",81.68903219383638
2003,"Niue","East Jeremy",81.69280805256066
2009,"Portugal","Andersonville",81.72568463672945
2008,"Martinique","Hillshire",81.73029184087895
2004,"Micronesia","East Olivia",81.74870728266582
2022,"Isle of Man","Hillton",81.74945108271943
2012,"Faroe Islands","Lake Debbie",81.75157769781045
2001,"Jordan","Robertville",81.7575980150635
2012,"Monaco","South Lisa",81.75932327598419
2017,"Grenada","Lake Christy",81.775792119528
2022,"Cote d'Ivoire","Port Elizabeth",81.776067447816
2019,"Sao Tome and Principe","Port Andreaborough",81.79156968418556
2003,"South Georgia and the South Sandwich Islands","East Carlos",81.80192599268203
2014,"Solomon Islands","Carolyntown",81.8090299496671
2011,"Mozambique","West Jessicachester",81.81828938165876
2004,"Slovakia (Slovak Republic)","Boltonhaven",81.82259567339815
2013,"Cambodia","Port Jenniferview",81.82456975918797
2004,"Maldives","North Robertbury",81.82867131023322
2003,"Pakistan","Port Joshuaville",81.84666379782222
2007,"Nicaragua","Bennettport",81.84689152955887
2017,"Papua New Guinea","South Stevenchester",81.85512639813976
2012,"Angola","Mcmillanport",81.86648084681121
2005,"Georgia","South Jennifer",81.86757974548804
2012,"Seychelles","Lake Megan",81.87883123762124
2002,"Armenia","Kimberlyfurt",81.88391013197217
2015,"Vietnam","South Chelseachester",81.88462091047916
2015,"Angola","New Dennisville",81.89872550825326
2004,"Mayotte","South Tiffany",81.92453371412347
2009,"Liberia","Lake Katherine",81.93506367522939
2007,"Nepal","Rushbury",81.93910928418669
2020,"Kenya","Port Andre",81.94068889553982
2012,"Albania","North Evelyn",81.94949578182711
2013,"Panama","Gardnerton",81.96123234364944
2022,"Tanzania","Espinozaborough",81.9703731636692
2013,"Vanuatu","Parkerview",81.9861647037905
2001,"Faroe Islands","Kristinaside",82.0138439786815
2019,"Bhutan","North Ryan",82.01993617796388
2006,"Liechtenstein","Cherylbury",82.02094486599255
2014,"Australia","Lake Justin",82.02772484350318
2020,"Algeria","South Brooke",82.03001600179893
2005,"Kyrgyz Republic","Phillipston",82.03276131488437
2002,"Trinidad and Tobago","Lake Sarahmouth",82.04326949616515
2021,"Somalia","New Jaredtown",82.04352329481198
2004,"Nigeria","South Sarahstad",82.059535011746
2014,"Taiwan","New Kaylafort",82.06853023107499
2004,"Malaysia","New Nicholas",82.07084937289594
2014,"Cameroon","North Theodoreport",82.10381931664185
2006,"Oman","Jonathonton",82.11551278328689
2020,"Equatorial Guinea","Thomasview",82.12767637157697
2002,"Guernsey","Leefort",82.15942937968266
2014,"Monaco","West Kevinland",82.16002637954156
2009,"American Samoa","North Johnmouth",82.18064388733092
2001,"Western Sahara","Grantview",82.19251555686274
2019,"Suriname","Christopherland",82.21119652678472
2012,"Saint Pierre and Miquelon","South Bryan",82.2124400919835
2009,"Slovenia","Grossview",82.2138086674947
2005,"Azerbaijan","East Laurenmouth",82.22658648564493
2009,"Pitcairn Islands","Lake Audrey",82.24120041997503
2013,"Reunion","West Alexander",82.24428682705106
2002,"Iraq","West Jocelynmouth",82.25344084571724
2020,"Dominica","Smithburgh",82.25801453379393
2010,"Guam","Simmonsside",82.26233376241467
2019,"Bhutan","South Kyleburgh",82.27302859627305
2002,"Svalbard & Jan Mayen Islands","South Michael",82.27305979294984
2005,"Pakistan","Port Jeffrey",82.27893986625025
2017,"Burundi","Lake Sandraview",82.29279427972637
2022,"Cyprus","West Elaineshire",82.30552227403709
2005,"Cook Islands","Port Danielmouth",82.30712783425493
2010,"Tonga","South Maria",82.31228547692189
2013,"United Arab Emirates","Leeville",82.32115369160472
2019,"Fiji","South Mitchellfort",82.34309825537963
2008,"Swaziland","Marshallmouth",82.34573653278525
2008,"Kazakhstan","Laurenhaven",82.34796670835874
2004,"Nauru","Williamsonborough",82.34965385992761
2004,"El Salvador","Kennethland",82.3546248524232
2014,"Cook Islands","Lake Danielbury",82.36368910746182
2008,"Nigeria","East Rickytown",82.3733798536857
2014,"Iran","Beverlyburgh",82.3894985017385
2001,"Maldives","Pearsonborough",82.42404861574676
2011,"India","Philipstad",82.42580962775526
2019,"Barbados","Allisonberg",82.42727166950286
2019,"French Southern Territories","Frystad",82.44756146345749
2001,"British Virgin Islands","Penningtonberg",82.44840055868498
2009,"Cuba","Lake Lancemouth",82.46768609657117
2017,"Kiribati","North Johnton",82.48112431518099
2020,"Croatia","Crosbyburgh",82.48513764560316
2004,"Switzerland","North Roberta",82.50717438591857
2002,"Georgia","North Shanefort",82.50988625522747
2006,"Mozambique","Lake Gracetown",82.52477419949543
2003,"Latvia","West Michelle",82.52693019027525
2010,"Ukraine","Jonesmouth",82.54326031690776
2003,"Northern Mariana Islands","Karenton",82.54771155435017
2010,"Brunei Darussalam","Veronicaville",82.54990632350527
2006,"Tanzania","Port Veronica",82.55164981431051
2003,"Saint Martin","Port William",82.5610148704215
2008,"Aruba","East Heathershire",82.57175377057409
2003,"Lesotho","Lake Joshua",82.5762966911073
2022,"Chad","Fernandoland",82.5992413760614
2011,"Denmark","Port Judy",82.62217939515554
2014,"Venezuela","South Michaelburgh",82.64225852589406
2006,"French Guiana","West Ericland",82.66191080791249
2019,"Mauritius","Comptonland",82.66932878752642
2014,"Congo","Knightshire",82.70676385838415
2011,"Iran","Burtonstad",82.71315825198413
2017,"Montenegro","Martinland",82.7142631426238
2016,"South Georgia and the South Sandwich Islands","North Pedro",82.72945782316935
2005,"Netherlands Antilles","Houseburgh",82.73489483045768
2018,"Guinea","Deborahview",82.73638734191319
2009,"Slovenia","South Debraberg",82.7521368324741
2003,"Samoa","Port Tinastad",82.75908788565897
2013,"Sweden","Sparksborough",82.76056193380049
2006,"Rwanda","Jenniferberg",82.78671272948114
2013,"Singapore","Shelbyborough",82.79198132380607
2006,"Gabon","Danielsborough",82.79695500876983
2002,"Netherlands Antilles","Brownside",82.81186904272879
2010,"Saint Martin","East Marissa",82.81995299149065
2016,"Faroe Islands","Clarkton",82.82410214268701
2009,"Guernsey","East Ruben",82.83695534992836
2005,"Puerto Rico","Port Amy",82.84130060987025
2015,"Jersey","New Brittany",82.84219281594827
2009,"Austria","Lake Karatown",82.86212024887116
2015,"Australia","Lake Sandrafort",82.87965397949915
2002,"Puerto Rico","Adamland",82.89848285553872
2006,"Georgia","Dawnview",82.89869594606243
2021,"Morocco","Murphyhaven",82.90833400789947
2013,"Taiwan","Bryanland",82.91171284699871
2020,"Georgia","Davidton",82.94463470486484
2002,"Bouvet Island (Bouvetoya)","West Susanville",82.95951867518376
2012,"Turkey","East Seanburgh",82.97691600861423
2007,"Venezuela","Port Heather",83.0120282201348
2015,"United States of America","Port Rhonda",83.01250009811105
2022,"Tokelau","Weberside",83.02112808020163
2002,"Mauritius","Transtad",83.0308430842354
2006,"Taiwan","Tylermouth",83.0346371113673
2011,"Saint Lucia","West Johnny",83.04570205619977
2015,"Hungary","New Mark",83.05987395750014
2013,"Belize","North Jennifer",83.08151848464345
2012,"Guinea-Bissau","Sergiostad",83.1126710962645
2001,"Eritrea","Calderonport",83.12659502543738
2009,"Wallis and Futuna","Palmerland",83.13882853276809
2000,"Serbia","Amandafort",83.1431591403769
2009,"Sri Lanka","South Gary",83.16980097172573
2001,"Kiribati","Mejiafurt",83.17031195612155
2009,"Lithuania","Johnshire",83.17338796155451
2020,"Croatia","Samanthaborough",83.18240264792942
2012,"Guinea","Richardmouth",83.18482142142591
2020,"Bulgaria","East Williamfurt",83.18592119231579
2012,"French Southern Territories","Thomasbury",83.1974021006974
2010,"Macao","Fritzton",83.20564942349374
2007,"Angola","Port Taylor",83.22533733442734
2006,"United Arab Emirates","Fergusonbury",83.22843830987112
2015,"United States of America","Moralesberg",83.2284801555063
2008,"Korea","South Jeremy",83.22985761885579
2008,"United States of America","Robersonbury",83.23027676220568
2019,"Lesotho","Taylormouth",83.23220952167445
2011,"Lithuania","Edwardsstad",83.2353021862126
2018,"Isle of Man","Lake Matthew",83.24840666291405
2008,"Kazakhstan","North Glenn",83.25443403291986
2000,"New Zealand","New Tonyfort",83.26963555179549
2018,"Andorra","Port Kimberly",83.27487881461427
2007,"Qatar","Port Tara",83.31770797772558
2021,"Northern Mariana Islands","Jamiefort",83.3263504002913
2021,"Sao Tome and Principe","Wallaceport",83.34262009450232
2003,"Norfolk Island","Lake Jamesside",83.36813564979347
2001,"Central African Republic","Nguyenfurt",83.36848520099183
2018,"Sri Lanka","Lake Jordan",83.37592727195758
2002,"Finland","North Michaelview",83.4304131281967
2009,"Netherlands Antilles","North Lisachester",83.44602026402352
2015,"Algeria","East Brandonville",83.48332720528495
2012,"Lao People's Democratic Republic","Bruceview",83.50534159995813
2014,"French Polynesia","Hansentown",83.52205831629287
2000,"Guinea","North Angelabury",83.54141438133726
2017,"Bahrain","Lake Diane",83.5487346039562
2011,"Turkmenistan","West Janet",83.56290790503348
2004,"Venezuela","Haynestown",83.57736881190264
2000,"Georgia","New Dianechester",83.5839146024828
2016,"Cuba","Lake Jamieside",83.59165930553452
2015,"Uzbekistan","West Brandonhaven",83.60503597393674
2022,"Malawi","South John",83.6178512768625
2017,"Slovakia (Slovak Republic)","Tammyport",83.61912689077202
2000,"Nicaragua","New Nicholasfurt",83.65616636685644
2015,"Andorra","New Kendrahaven",83.67373008886179
2007,"New Zealand","Henrychester",83.67497648242677
2002,"Haiti","Lake David",83.67842112481598
2004,"San Marino","West Matthewshire",83.69885773364835
2000,"Mayotte","Nathanville",83.6994697865535
2002,"Saudi Arabia","East Thomas",83.70655102837405
2021,"United Arab Emirates","East Tyler",83.73616564443171
2010,"Poland","Thomasborough",83.74155429524065
2021,"Saint Kitts and Nevis","Port Alexandraview",83.74714864717204
2018,"Tajikistan","North Joshua",83.74929904062964
2003,"Greece","Beckbury",83.75650117154095
2007,"Bangladesh","West Patricia",83.77301529792403
2010,"Lao People's Democratic Republic","Nicholasberg",83.77453917836544
2000,"Taiwan","South Nicoleberg",83.79611904296617
2009,"Cameroon","East Suzanne",83.80789351055638
2014,"Iceland","Marymouth",83.8255528386878
2021,"Lesotho","Jillport",83.82756569119437
2016,"Sri Lanka","Linville",83.82802822573568
2020,"Monaco","Baileytown",83.82828666921891
2007,"Sweden","East Daniel",83.84103164933958
2010,"Palau","Smithfurt",83.8683902935492
2009,"Panama","Lake Douglas",83.87772520111089
2013,"Ukraine","Charlesview",83.89180417804202
2019,"Suriname","South Tracey",83.89496168881467
2008,"Canada","Jamesmouth",83.89873828912839
2003,"Singapore","Danabury",83.92052906456686
2000,"Bosnia and Herzegovina","Sarahside",83.93426986390945
2012,"Ukraine","Gomezbury",83.93795002304932
2021,"Guadeloupe","Beardstad",83.95158095820968
2016,"El Salvador","Cameronville",83.96123606650168
2007,"British Virgin Islands","Edwinview",83.97477899174963
2010,"British Indian Ocean Territory (Chagos Archipelago)","Petersonshire",83.98843756959806
2008,"Saint Vincent and the Grenadines","East Mathew",84.0014895997987
2009,"Turkmenistan","West Timothyfurt",84.02212273702297
2000,"Dominica","Port Kevin",84.03087611909913
2021,"Serbia","Jerryside",84.04675827945448
2009,"Comoros","West Andrewmouth",84.04853427305322
2006,"Canada","South Paula",84.05775449455753
2001,"Turkmenistan","Michaeltown",84.07050296259824
2009,"Pitcairn Islands","Edwardmouth",84.07896641219857
2011,"Guinea","New Jamesshire",84.08268781712779
2004,"United States Virgin Islands","North Ronald",84.1065204181812
2022,"Denmark","South Robert",84.12456402835232
2010,"Norfolk Island","Perezfurt",84.1439818510769
2022,"Rwanda","South Lisa",84.17064848888646
2005,"Cayman Islands","Port Gregory",84.17283011116058
2013,"Australia","Aliceland",84.22507263513643
2021,"Armenia","Lake Amybury",84.23072208666866
2015,"Libyan Arab Jamahiriya","Port Kelly",84.23137358618975
2001,"Nigeria","West Scottborough",84.24294030763414
2017,"Italy","North Connorfort",84.24317106326988
2018,"Ethiopia","South Courtneyview",84.24353598817277
2017,"Denmark","West John",84.25335678771472
2002,"Papua New Guinea","Wilkinsside",84.25703019576505
2005,"Albania","Meganborough",84.26257586619641
2004,"Macao","Reynoldsville",84.27074128457126
2010,"Bangladesh","Andersonchester",84.28198249043454
2007,"Vietnam","Port Mark",84.34768882856807
2006,"Palestinian Territory","East Jamesview",84.34859094637487
2012,"Pakistan","New Jackmouth",84.35859955160105
2014,"Anguilla","North Courtneychester",84.36425739586568
2002,"Guam","Anneshire",84.38091493942805
2014,"Tokelau","Haydenmouth",84.39110882408559
2018,"Western Sahara","Port Garyburgh",84.39214530133637
2016,"Netherlands Antilles","South Brian",84.3998755078307
2005,"British Virgin Islands","Aprilbury",84.40273085000895
2004,"Ireland","North Monica",84.42100990351726
2002,"Seychelles","Christopherhaven",84.44013977191268
2006,"Denmark","South Jasonville",84.4823062737662
2016,"Barbados","North Jessicafurt",84.5010538900124
2015,"Canada","Ronaldtown",84.50366827460365
2018,"China","Port Ninaburgh",84.5642258543415
2011,"Seychelles","New Lauraville",84.57585245411671
2010,"Rwanda","West Valeriestad",84.57865691226286
2016,"Guatemala","Crystalstad",84.59247974979057
2021,"Somalia","New Lisa",84.59884755172024
2013,"Luxembourg","East Mason",84.60167919054872
2002,"Liechtenstein","Port Elizabethchester",84.60564723272324
2021,"Australia","East Robert",84.6283861147196
2007,"Tanzania","Newtonshire",84.63118990804989
2009,"Panama","Anneburgh",84.63673981228452
2009,"South Africa","North Scott",84.64678373635257
2015,"Seychelles","Hillburgh",84.67089908833493
2001,"Jersey","East Troy",84.67246210484467
2008,"Somalia","South Michelle",84.69139545567319
2011,"Guinea","Silvachester",84.69207512676618
