"year","country","location","temperature"
2019,"Peru","Thomasburgh",21.337166934156187
2007,"Angola","West Theresastad",21.33794023664774
2020,"Timor-Leste","Ryanmouth",21.34170770525961
2005,"Colombia","Port Bryanside",21.342614738512733
2016,"Mali","Nielsenborough",21.35583492242137
2016,"Uruguay","Port Davidside",21.35592657726628
2006,"Timor-Leste","South Ritaport",21.35975613461832
2002,"Singapore","Lake Stephanieside",21.362134986438075
2004,"Myanmar","Port Alexandraview",21.3622395204076
2001,"Liberia","Kellyside",21.362509521375067
2019,"Singapore","Sarahport",21.365737917595933
2020,"Denmark","North Scott",21.36916123407119
2011,"Vietnam","New Donaldtown",21.369737880955284
2013,"Hungary","South Jesus",21.372737457829903
2007,"Mayotte","South Tyler",21.374754443045244
2011,"Italy","East Veronicaport",21.378433176490923
2002,"Bahrain","Williamsstad",21.38018731696457
2016,"Gabon","Jonathanland",21.386333732175203
2021,"Hungary","New Nicholas",21.386624677859064
2004,"Morocco","Andrewburgh",21.38949691040251
2013,"Myanmar","Lake Marcusmouth",21.38959620652729
2010,"Cuba","Port Dennishaven",21.390356562203863
2003,"Cuba","North Jennifer",21.39116012868881
2019,"Timor-Leste","Fritzstad",21.39194679870878
2010,"Jordan","Johntown",21.39527012372701
2021,"Haiti","Reginaberg",21.39902407290352
2007,"Andorra","Sydneyland",21.399588482797665
2002,"Turkmenistan","Reidville",21.40290811490441
2003,"Sri Lanka","Swansonshire",21.411933648387933
2007,"Germany","Jenniferstad",21.412977843996977
2022,"Cote d'Ivoire","East Sierraville",21.41338787561289
2008,"Comoros","West Ashley",21.4134698967087
2003,"Niue","Batesshire",21.41473264291772
2003,"Uganda","East Scott",21.425189003301973
2001,"Uzbekistan","New Phillip",21.426823841777555
2004,"Kazakhstan","Heatherside",21.428888819962857
2020,"United States Minor Outlying Islands","Port Reneechester",21.430339715672226
2012,"Brazil","North Melissaville",21.43305024837016
2008,"Serbia","Stevenfort",21.44136750522389
2015,"British Virgin Islands","New Jonathan",21.443913543551588
2000,"Montenegro","East Erin",21.44498107941629
2000,"Guadeloupe","East Courtneyberg",21.447847196386107
2006,"Bosnia and Herzegovina","South Justinberg",21.449349699370224
2017,"Jamaica","Jonesville",21.456219893516717
2020,"Moldova","Crawfordville",21.45671578771347
2001,"Zimbabwe","South Megantown",21.45926558666972
2000,"Singapore","Joelfurt",21.46163356854812
2016,"France","Lake Bradleybury",21.46246139100637
2004,"Palau","Johnsonmouth",21.464262060313736
2004,"Ireland","Marymouth",21.46981421108579
2000,"Turkmenistan","South Sarahfort",21.4815035434838
2015,"Botswana","South Margaret",21.483276100853068
2013,"Belgium","Scottland",21.48602438243823
2008,"Swaziland","Gutierrezburgh",21.48849085224709
2020,"Bosnia and Herzegovina","Kristenstad",21.48952187237386
2018,"Guinea","South Jefferyburgh",21.49276364755985
2005,"France","Port Steven",21.495509753627758
2005,"Cayman Islands","Port Gregory",21.498205788976037
2010,"Cayman Islands","Griffinburgh",21.5032527665441
2007,"Cayman Islands","Port Katherine",21.50470542595271
2022,"Netherlands Antilles","South Carol",21.507616620130317
2013,"Heard Island and McDonald Islands","North Kevin",21.508185550431957
2007,"Pitcairn Islands","East Elizabethview",21.509062035084604
2010,"Austria","South Robert",21.51364575289041
2000,"Tajikistan","Valdezborough",21.515167049685186
2021,"Saint Helena","Katherinestad",21.52500848648802
2018,"Saint Kitts and Nevis","East Amberbury",21.525978486886064
2019,"Pakistan","Kennedybury",21.53101043350942
2018,"Haiti","Amandaland",21.53199108467095
2007,"British Virgin Islands","Matthewmouth",21.534101297153253
2002,"Angola","Port Elizabethside",21.535522458301067
2010,"Tajikistan","North Patricia",21.53980808879493
2014,"Papua New Guinea","South Meredithchester",21.54046300195504
2005,"United States Virgin Islands","Beardbury",21.541024117611062
2011,"Central African Republic","Turnerside",21.54670174850932
2022,"Cyprus","Bakerchester",21.546856790561694
2016,"Kiribati","South Todd",21.55038069744718
2008,"Cote d'Ivoire","Mcconnellfurt",21.5577897673714
2022,"Heard Island and McDonald Islands","West Jane",21.559795071262783
2021,"Lao People's Democratic Republic","Mendezburgh",21.56243065712431
2006,"Falkland Islands (Malvinas)","Wigginsshire",21.56350567748198
2008,"Zambia","Rossstad",21.568397434922616
2014,"Nigeria","Rochaland",21.56983707632982
2021,"Martinique","Lake Linda",21.571881023222545
2015,"Brunei Darussalam","Nathanmouth",21.57541019200489
2015,"Azerbaijan","Timothymouth",21.57554566367193
2015,"Slovenia","South Victoria",21.5758856904318
2013,"Dominican Republic","Harperville",21.581198281951643
2001,"Montserrat","North Brittanyberg",21.582818801271834
2001,"Jamaica","Sarahland",21.58598206678628
2017,"Belgium","Kennethton",21.59405974255183
2005,"Saint Vincent and the Grenadines","South Markland",21.59513441200118
2022,"Reunion","Stevenside",21.59718942722577
2011,"Antigua and Barbuda","North Jessica",21.598453363424657
2002,"Kenya","Caseview",21.600451786939143
2004,"Montenegro","New Sara",21.60128558016397
2009,"Montenegro","Biancamouth",21.60233325110486
2013,"Equatorial Guinea","East Linda",21.602958448232915
2001,"Netherlands","Reedville",21.60368868987156
2022,"Northern Mariana Islands","Jonesfort",21.6055435263302
2007,"Equatorial Guinea","Johnsonview",21.607329656115457
2004,"Brunei Darussalam","West Georgeborough",21.60845821526966
2006,"Lebanon","Amberbury",21.60871478930757
2012,"Myanmar","East Williehaven",21.6089120571282
2016,"Guinea","Rothton",21.60934877486465
2018,"Guinea","Deborahview",21.6164082723011
2016,"Thailand","Perezville",21.616977524455265
2004,"Qatar","Lake Arthurhaven",21.618657175795445
2019,"Djibouti","New Lisaton",21.621191946761105
2010,"Egypt","Lake Morgan",21.623237385110592
2000,"Peru","South Thomas",21.623596445785207
2012,"Equatorial Guinea","Colinland",21.62616603672729
2014,"Niger","Lake Juliemouth",21.62856886446177
2019,"Sao Tome and Principe","Whiteborough",21.630401211133783
2005,"Brazil","West Matthew",21.63271273333171
2001,"Latvia","Raymondport",21.6352893822843
2011,"French Polynesia","Austinfort",21.639658176168723
2006,"Rwanda","East Audreyport",21.643711057561276
2022,"Puerto Rico","North Justin",21.64421180660149
2017,"Somalia","New Patrickland",21.64636012334098
2000,"Tuvalu","Port Richardfurt",21.646738086726472
2018,"Hong Kong","Port Jacquelineview",21.649119475956017
2003,"Timor-Leste","North Timothyhaven",21.64978068080983
2001,"Pitcairn Islands","North Ashleyton",21.65493773285632
2000,"New Zealand","West Robert",21.65851914300712
2006,"Uzbekistan","Coxborough",21.665909871141807
2010,"Uruguay","Caitlinberg",21.669941964758344
2005,"Iran","West Jonathan",21.67036165092633
2020,"Bosnia and Herzegovina","West Shannon",21.672913926149054
2004,"Turks and Caicos Islands","East Timothyfort",21.67308543170663
2013,"India","New Rachel",21.68562884818236
2002,"Rwanda","East Brent",21.688277784242967
2008,"Sierra Leone","West Alyssa",21.692714973145584
2005,"Spain","South Michael",21.70169227014842
2014,"Cameroon","Robinsonshire",21.70178565406736
2015,"Mexico","North Jamesside",21.70265053076421
2010,"Mauritania","New Elizabeth",21.70399649490233
2018,"Ghana","Gillespieborough",21.70984029460924
2015,"Uganda","Lisachester",21.712793766487863
2001,"Bulgaria","Port Deanshire",21.716307490315074
2015,"Cocos (Keeling) Islands","West Kristinside",21.71994872789319
2003,"Spain","North Stephanie",21.72060480314395
2018,"Congo","East Donna",21.723336287087957
2017,"Venezuela","New Kimberly",21.72628942748775
2014,"Ukraine","Bradytown",21.726368375733376
2005,"Netherlands Antilles","Houseburgh",21.74126026845678
2012,"Bulgaria","Angelastad",21.74557275381303
2013,"Liechtenstein","South Angelafort",21.74786445776608
2020,"Bahrain","West Tina",21.749945319923533
2014,"Belgium","North Madelineburgh",21.75337661149732
2004,"Swaziland","West Nancy",21.756101587196238
2005,"Ethiopia","Matthewtown",21.75680019246254
2016,"Pakistan","Hensonburgh",21.76370727862375
2008,"United States of America","Molinashire",21.76376955671949
2010,"Mongolia","New Catherinestad",21.7734061419578
2018,"Maldives","Kennethport",21.774993240130613
2014,"Panama","Sheaside",21.775631919583905
2004,"Turkmenistan","Mitchellchester",21.77593390508281
2022,"Zambia","Port Cynthiaburgh",21.778334802091912
2001,"San Marino","North Brittany",21.778416115951185
2006,"Turkmenistan","New Tammyside",21.77866450247632
2015,"Cape Verde","West Brian",21.779773982717785
2002,"Argentina","Alexandermouth",21.78244431080648
2013,"Czech Republic","Thomasland",21.78264026815447
2015,"Guadeloupe","Port Alexismouth",21.78467508101945
2022,"Afghanistan","North Holly",21.78532435053725
2021,"Oman","Port Cherylstad",21.785814164810084
2010,"Latvia","South Kevinmouth",21.787059969706124
2002,"Mauritius","Transtad",21.79438359896281
2000,"Saint Helena","Port Jessica",21.798649549888705
2005,"Gibraltar","New Janetborough",21.80113060793688
2016,"Vanuatu","New Brittany",21.801685004510468
2008,"Nigeria","South Matthew",21.80361826757407
2006,"Mauritius","Kellerton",21.806399965432615
2021,"Cook Islands","East Mauricehaven",21.80856397990885
2010,"Estonia","West Meganland",21.81007401171352
2022,"Suriname","Lake Anna",21.811717596816766
2018,"Ukraine","Riosfort",21.812327063034196
2006,"Sierra Leone","Susanside",21.815326699960806
2006,"Lebanon","Port Karen",21.82557809651866
2000,"Uzbekistan","North Nicolechester",21.82686570171682
2014,"Malawi","Smithberg",21.829427183262023
2000,"Yemen","South Jeffreyfort",21.831419289492104
2015,"Chad","Collinsfurt",21.83228784149763
2019,"Seychelles","Haneymouth",21.838651132984147
2007,"Trinidad and Tobago","Jennifershire",21.84663125816799
2012,"Austria","Patriciaborough",21.85106699166613
2003,"Grenada","Pereztown",21.85668359090964
2006,"Tanzania","Port Ashleystad",21.860830105071088
2007,"Serbia","South James",21.86133380997444
2010,"Botswana","West Rachelmouth",21.87265856097284
2005,"Armenia","Fitzpatrickfort",21.8744729725656
2008,"Malawi","Gonzalezfurt",21.874587844286214
2007,"Barbados","Shawton",21.87529218538467
2005,"Chile","South William",21.882716040965395
2006,"Cocos (Keeling) Islands","Lynchbury",21.884916314953717
2018,"Botswana","New Andrewfurt",21.88851358230285
2012,"China","Ronaldmouth",21.89088778849585
2002,"Saudi Arabia","New Richard",21.894625654456743
2008,"Malta","New Michele",21.899590730363915
2015,"Montserrat","Watkinsside",21.90369383475505
2006,"Turkey","Jennifermouth",21.906569760476984
2022,"Solomon Islands","Johnfort",21.9087622146344
2006,"Romania","North Alexis",21.90893965208614
2012,"Luxembourg","Edwardsfurt",21.909886852566085
2007,"Iran","North Nicole",21.910443240841907
2013,"Poland","Gloverfurt",21.9110887106796
2019,"Djibouti","Kathrynbury",21.91180080912484
2003,"Tuvalu","Johnville",21.91506099699708
2011,"Cuba","East Patricia",21.9210373369834
2008,"Brunei Darussalam","West Joelfort",21.924272257140668
2007,"Antarctica (the territory South of 60 deg S)","Port Christopher",21.925487988470906
2000,"Bahrain","Cameronview",21.92670329419693
2009,"Zambia","South Matthew",21.92793101294123
2009,"Malaysia","Lake Brandonstad",21.935560396371265
2019,"Japan","New Sarahfort",21.94216842614199
2014,"Reunion","Juantown",21.945461472348647
2016,"Malawi","Lucasmouth",21.94621187055423
2022,"Micronesia","Brockstad",21.946403199496302
2004,"Chad","Juliefort",21.957944666704268
2005,"China","Smithburgh",21.959880667660364
2013,"Hungary","North Andrewside",21.96015600690569
2000,"Russian Federation","Lake Jon",21.96018512827533
2017,"Armenia","New Wayneshire",21.969306517286583
2016,"United States of America","Hughesland",21.973494157465293
2015,"French Polynesia","West Lisa",21.97357024496724
2013,"Azerbaijan","Dannyville",21.97614909247599
2011,"Cocos (Keeling) Islands","Port Andreaberg",21.976364579230623
2019,"Cook Islands","Alexandraton",21.981562214556625
2014,"Palestinian Territory","Gardnerfort",21.983705164878927
2015,"Hungary","New Mark",21.98752116286169
2012,"Czech Republic","Hermanton",21.989274563233742
2011,"Hungary","South John",21.98993041006083
2010,"Guernsey","Kirbyfort",21.99041948710438
2019,"Thailand","Meltonport",21.99499198433231
2000,"New Zealand","New Tonyfort",21.9994310512448
2008,"Marshall Islands","Roseside",21.99999008306223
2004,"Trinidad and Tobago","New Juan",22.001115535708667
2011,"Chad","North Allenview",22.00171194672603
2000,"Lebanon","Jennaview",22.01098678890933
2000,"Iraq","Port Scott",22.012796274469647
2011,"Taiwan","Woodfort",22.01613611452912
2022,"Libyan Arab Jamahiriya","Ericfort",22.01867580197384
2017,"Philippines","Port Danieltown",22.019138172310345
2009,"Saint Helena","South Mary",22.01927733944734
2020,"Jersey","Williamsonberg",22.025326214984496
2012,"Latvia","North Thomas",22.027361744488235
2017,"Central African Republic","East Samanthaside",22.029363273110494
2017,"Ecuador","Foxmouth",22.03090048965924
2020,"Congo","West Briannafort",22.033898331714024
2018,"Tuvalu","Andreaberg",22.03399820148719
2013,"Jersey","Millermouth",22.034035996166867
2012,"Mauritius","Burnsland",22.03549915671685
2012,"Turkmenistan","South Melissa",22.03639105473324
2004,"Brazil","Johnburgh",22.03837353387909
2014,"Niue","North Richardmouth",22.04164342307627
2015,"Malawi","Brandonville",22.055471775070146
2002,"Saudi Arabia","East Thomas",22.05616846363655
2019,"Yemen","Johnsonshire",22.059002376941123
2005,"Romania","Kennedyport",22.05982658027225
2008,"Slovenia","Meganton",22.06103897313304
2017,"Sierra Leone","Gilmoreton",22.071483427148497
2004,"American Samoa","South Melissafort",22.07166573979436
2001,"Morocco","Mercadostad",22.076904484090143
2009,"Belize","North Rebeccahaven",22.07864878220869
2002,"Portugal","Port David",22.08157128549502
2018,"Papua New Guinea","Barnesberg",22.0887409693192
2006,"Iraq","Lake Hannah",22.098028003360717
2001,"Antigua and Barbuda","Matthewstown",22.10207904360127
2011,"Syrian Arab Republic","Lake Justinton",22.10289662616093
2016,"Liechtenstein","South Larry",22.104910238541976
2008,"United States of America","Lake Toddmouth",22.10534681125517
2009,"Equatorial Guinea","Port Amandaberg",22.106880394941747
2013,"Malta","Jonesfurt",22.116309214686957
2015,"Samoa","Myersborough",22.12423414373772
2015,"Ukraine","Shawnfurt",22.12443023160367
2018,"Oman","West Michelemouth",22.130968989775496
2013,"French Polynesia","Lake Steven",22.13140607943352
2006,"Luxembourg","West Peggychester",22.137103789556665
2004,"Tonga","Kennethview",22.139324025654773
2013,"Georgia","West Shannonview",22.14026073544877
2014,"Lebanon","Carrilloberg",22.14775270858057
2013,"Heard Island and McDonald Islands","Lake Adam",22.156856779498497
2017,"Ecuador","Pachecohaven",22.15884394236126
2018,"Tokelau","North Jasminemouth",22.159715794487685
2002,"Saint Lucia","Lake Stephanieland",22.164444648602423
2018,"Isle of Man","Lake Matthew",22.16561537686231
2019,"Iraq","Robertmouth",22.166788962303297
2016,"Germany","South Bryan",22.16698842403936
2016,"Congo","West Melissa",22.167359548138705
2009,"Slovenia","Wilsonton",22.170338336395048
2006,"Uganda","New Daniel",22.17103879041749
2009,"Turkmenistan","West Timothyfurt",22.17234270295801
2002,"Liberia","Ellisbury",22.17276312206192
2005,"Guinea-Bissau","Wolfland",22.17403427452732
2000,"Afghanistan","Port Donald",22.174141662091504
2012,"Malta","South Billyhaven",22.184256223205697
2021,"Belize","Port Mariaburgh",22.184576810147025
2009,"Nauru","Ianborough",22.190691814526534
2014,"Netherlands Antilles","Cynthiatown",22.19262446048933
2021,"Lithuania","Anthonyport",22.194426326963708
2019,"Liberia","Davidtown",22.196877630341326
2005,"Gabon","North Autumn",22.200260676740943
2004,"Lebanon","Parkertown",22.202393255722647
2018,"Pakistan","North Joshuaville",22.205964229301816
2016,"Cuba","South Frankside",22.20629632904546
2004,"Papua New Guinea","Williambury",22.21395081581086
2013,"Saint Martin","Jameschester",22.215750923887203
2014,"French Guiana","South Calebfurt",22.21648476189744
2012,"Chile","Port Curtis",22.221834632941285
2010,"Sierra Leone","Tomchester",22.22806508852409
2016,"American Samoa","Christopherbury",22.228287457258823
2001,"Uzbekistan","East Tylerfort",22.22957069352677
2013,"Mongolia","Reginatown",22.234738549381564
2020,"Croatia","Samanthaborough",22.23846580753365
2005,"Qatar","East Brookebury",22.24884012934642
2001,"Senegal","Lake Jacob",22.256490020412173
2018,"Hong Kong","Millermouth",22.26066774695929
2009,"Christmas Island","Monicaland",22.263259367337728
2014,"Finland","Lake Michellechester",22.2638240924799
2016,"Niger","Annettebury",22.269083047439352
2018,"Svalbard & Jan Mayen Islands","New Lauriemouth",22.269776407336455
2017,"Kyrgyz Republic","Smithborough",22.271537623316835
2008,"Turkmenistan","Port Karenchester",22.272183989208514
2012,"Vanuatu","Lauraside",22.280424758959736
2015,"Gambia","Loganburgh",22.28546606768915
2002,"Latvia","East Steven",22.28571130840905
2007,"Madagascar","North Julia",22.29371884967224
2020,"Macao","Shepherdview",22.2943860975296
2006,"Korea","Port Monica",22.299016077100447
2003,"Solomon Islands","West Elizabeth",22.30119196364129
2021,"Mauritius","West Aaron",22.301638540612924
2012,"Saudi Arabia","Watsonfurt",22.30336441815895
2003,"Guyana","Lauratown",22.30345176854732
2019,"Mozambique","Ruizborough",22.30630799901941
2000,"Kuwait","Martinezfurt",22.312544609799872
2003,"Sao Tome and Principe","Danielshire",22.318446211548
2002,"Suriname","Jacksontown",22.321635147058515
2000,"Egypt","Camposfort",22.324532669935788
2012,"Turks and Caicos Islands","East Debrafurt",22.32517770472633
2007,"Latvia","Buckleyberg",22.331609647829232
2018,"Dominica","Johnmouth",22.334361070659924
2015,"Somalia","South Patrickmouth",22.33625423244183
2016,"Cote d'Ivoire","Christianport",22.33711726125147
2005,"French Polynesia","Justinchester",22.338653920868243
2005,"Honduras","Lake Tanyafort",22.339366599520083
2019,"Israel","Robertbury",22.34060503953713
2009,"Andorra","East Traci",22.34226510518816
2001,"Maldives","Pearsonborough",22.344798415320355
2019,"Burkina Faso","New Ruthbury",22.34959837577429
2015,"Maldives","East Colleen",22.350877225052688
2004,"Puerto Rico","Port Ritaport",22.35173841606866
2000,"Chile","West Barbaratown",22.356210167755425
2018,"Isle of Man","West Adam",22.35716730505393
2016,"British Virgin Islands","Shannonhaven",22.35889775870956
2000,"Uganda","South Amy",22.359159998665
2003,"Syrian Arab Republic","Laurenfort",22.360419622297208
2008,"Dominica","Lawsonberg",22.361051694748973
2007,"Andorra","Ortizton",22.362282605396857
2004,"Grenada","Brandonborough",22.367614662847814
2022,"Argentina","West Stephanie",22.370024600115745
2005,"Turks and Caicos Islands","East Theresa",22.382756734587737
2000,"Libyan Arab Jamahiriya","East Megan",22.390581756012512
2007,"Kuwait","New Keithburgh",22.393674708802404
2007,"Papua New Guinea","Craigstad",22.39568054348025
2022,"Latvia","East Jermaine",22.40294297453762
2018,"Iceland","West Wyatt",22.403503780769867
2000,"Tuvalu","East Hannahland",22.40430144058812
2008,"Myanmar","Pierceton",22.419655751390472
2018,"Antigua and Barbuda","West Davidbury",22.42256672862118
2001,"Bermuda","New Christian",22.4226994433398
2014,"Saint Martin","Loveberg",22.42413425552367
2005,"Swaziland","Kleinberg",22.43005365877905
2006,"Djibouti","Ellischester",22.434038284686693
2008,"Moldova","Brooksmouth",22.442211943533813
2014,"Iran","Beverlyburgh",22.44291649400424
2008,"Armenia","Lake Jessica",22.44564269502265
2019,"New Caledonia","Port Matthewland",22.448260043537097
2021,"United Arab Emirates","Matthewton",22.44978934068382
2019,"Mozambique","Lake Benjamin",22.45026066471042
2002,"Hong Kong","Lake Kellyport",22.452815046764705
2004,"New Zealand","Kathrynmouth",22.4573702381422
2020,"Iraq","North Jessicaton",22.467402437703097
2012,"Solomon Islands","Jameschester",22.46787970416504
2009,"Serbia","South Mitchell",22.46937232022344
2014,"Azerbaijan","Port Sarahburgh",22.47246656421556
2014,"Indonesia","Johnberg",22.474080920804468
2021,"Estonia","Froststad",22.47648586900617
2005,"Puerto Rico","Port Amy",22.479082465489483
2016,"Guam","South Christineview",22.481380786838123
2004,"Ireland","North Monica",22.48812054768655
2004,"Afghanistan","Herreraberg",22.488379433022327
2002,"Sri Lanka","West Michaelshire",22.4924097756767
2006,"Haiti","Penamouth",22.4928834490134
2017,"Mayotte","Smithchester",22.496190100601
2021,"Sudan","Rebeccabury",22.49731602699106
2017,"Bouvet Island (Bouvetoya)","Alyssaborough",22.503400362643667
2002,"Burundi","Port Danielview",22.507786292774533
2003,"Martinique","Port Joseph",22.509886521519046
2017,"Bhutan","Devonhaven",22.513509298736167
2016,"Uzbekistan","Lake Hannah",22.515626613789923
2000,"Equatorial Guinea","Kristinafort",22.516583859481443
2007,"Honduras","New Billymouth",22.524811664172027
2003,"Andorra","East Christopherport",22.525624921572977
2007,"Yemen","North Aaronmouth",22.526936842840573
2010,"United States of America","Johnberg",22.52765354625715
2002,"Gambia","New Donna",22.54000272368628
2001,"Mongolia","Gregorytown",22.544544458630643
2006,"Iran","North Lawrenceport",22.549319498539976
2011,"Benin","East Laurenborough",22.55094624398719
2019,"Brunei Darussalam","Port Jeffberg",22.55819362595356
2017,"Niger","North Kariborough",22.565048463293817
2003,"Cameroon","Lake Brianville",22.567740083566893
2008,"Yemen","Port James",22.568462437035247
2011,"Tanzania","Robertmouth",22.570498946675844
2005,"Montenegro","East Andreahaven",22.57256809813679
2015,"Cote d'Ivoire","Nixonburgh",22.573300878667037
2014,"Bolivia","Lake Kimberly",22.5765159472062
2012,"Antigua and Barbuda","South Vanessa",22.577456549472693
2009,"Spain","Patrickshire",22.580668144524424
2008,"Sao Tome and Principe","East Danielleton",22.580932049252333
2006,"United States Minor Outlying Islands","Christopherborough",22.587991085435988
2021,"Serbia","New Cheryl",22.58825563667481
2018,"Oman","Jenniferport",22.591473562147524
2016,"Ghana","Stricklandton",22.594591949917145
2022,"Saint Pierre and Miquelon","Tylerborough",22.59639184675932
2013,"Cape Verde","Brownfort",22.6087761130241
2002,"Iceland","North Taylor",22.614604596714884
2011,"Barbados","South Lauraberg",22.614874805812697
2001,"Iceland","East Kaylee",22.6182541026669
2020,"Paraguay","Rebeccahaven",22.62492379375173
2012,"Senegal","Port Melissafurt",22.631853458081764
2019,"Namibia","Lake Christopher",22.637652732071984
2006,"Estonia","South Jessicamouth",22.66314786333122
2005,"Mauritania","Lake Erinview",22.67107805691078
2019,"Saint Helena","Petersenfurt",22.672320509725843
2022,"Tanzania","Kristenshire",22.675176692899697
2015,"Rwanda","Cooperland",22.704972270827373
2016,"Italy","North Emily",22.70546498200926
2018,"Burundi","New James",22.7082723512548
2008,"Brunei Darussalam","New Kendra",22.711039765959324
2005,"Bermuda","Lake Vanessa",22.7156755757464
2014,"Korea","Michelleland",22.719231037550564
2011,"Dominica","New Catherineburgh",22.725659378350507
2013,"Israel","Port Michaelport",22.726919588598584
2009,"Kuwait","Ashleyberg",22.73198179521948
2021,"Chad","East Charlesmouth",22.733209264856452
2007,"Venezuela","West Jameston",22.73667942998941
2017,"Belize","North Karla",22.7370060443792
2007,"Switzerland","East Scotttown",22.741181800336957
2011,"Niger","Fernandezshire",22.754395724900604
2012,"Qatar","Timothyton",22.75745490370739
2000,"Kuwait","North Adamland",22.764875153232765
2021,"Saint Kitts and Nevis","Lake Melanie",22.769177425305028
2009,"Saint Martin","Elizabethton",22.772904756724174
2012,"Jordan","South Margarettown",22.77419813204302
2021,"Azerbaijan","Carsonside",22.78176393551894
2000,"Northern Mariana Islands","East Keith",22.78470054469942
2006,"Togo","Natashamouth",22.78698953085521
2005,"Latvia","New Mariah",22.787191839331904
2003,"New Zealand","Hunterfurt",22.797070009686365
2004,"Mali","Bankschester",22.802948283234123
2016,"Djibouti","Lake Miguel",22.80445620883974
2016,"Uzbekistan","Tamaraside",22.808934354475767
2001,"Iran","Lake Steve",22.81061429215478
2015,"Canada","Willisbury",22.823668311684564
2012,"Belize","West John",22.835619182671188
2019,"Faroe Islands","Solisport",22.848731101148044
2005,"Rwanda","Wallmouth",22.85001759948665
2014,"Saint Lucia","East Whitneyshire",22.85139348367076
2010,"Nepal","South Emma",22.858854314595757
2022,"Ecuador","Castillofurt",22.860072140989608
2017,"Cayman Islands","New Lindsayshire",22.86599932177226
2017,"Malawi","Griffinside",22.86641879412633
2007,"Pitcairn Islands","Murphyberg",22.870082648531884
2006,"Saint Martin","West Garyview",22.87588054520722
2003,"French Southern Territories","Lake Allisonton",22.88403993690244
2013,"Liechtenstein","South Heatherton",22.886773922073782
2011,"Sri Lanka","South Madison",22.888573276034123
2009,"Korea","North Hectorton",22.90620373857842
2014,"French Guiana","Markburgh",22.913666259454
2004,"Haiti","East Rickyberg",22.91543754506445
2002,"Wallis and Futuna","North Kara",22.92040862615513
2016,"South Georgia and the South Sandwich Islands","East Tim",22.92048076342907
2006,"French Polynesia","Lake Stephenmouth",22.92362250457548
2020,"Indonesia","Lake Daniel",22.933043030763574
2018,"Sri Lanka","Thompsonborough",22.93366650278251
2013,"Bosnia and Herzegovina","New Samuel",22.942289387560983
2016,"Puerto Rico","North Bradley",22.94977670634302
2020,"Algeria","East Rachelmouth",22.950317097480468
2022,"Tokelau","Weberside",22.951367980170243
2017,"Grenada","Raymondmouth",22.968344685943315
2020,"Palau","Lake Justin",22.969893978479817
2004,"Ukraine","South Judithtown",22.97073345708441
2015,"Comoros","Port Heatherport",22.971499627831378
2022,"British Indian Ocean Territory (Chagos Archipelago)","New Alexandra",22.9733781067049
2020,"Turkmenistan","Townsendbury",22.97573195015332
2019,"Tunisia","Port Lorettaburgh",22.98957802849688
2016,"El Salvador","Stewartland",22.99218880002707
2019,"New Caledonia","Lisaview",22.99692499297524
2016,"Liechtenstein","Freemanview",23.00085922819113
2022,"Marshall Islands","Lake Peter",23.00419974150208
2019,"Norfolk Island","Port Josephhaven",23.02931410492952
2001,"Uganda","North Timothyfort",23.03033291370882
2008,"Namibia","North Daniel",23.04317871891341
2006,"Lao People's Democratic Republic","Port Nathan",23.043441339168886
2011,"Yemen","Lake Adammouth",23.044077903710203
2021,"Japan","South Amanda",23.044444180721957
2002,"Bhutan","Nelsonshire",23.044994014038306
2020,"Fiji","Lake Christinamouth",23.045289008273045
2012,"Slovakia (Slovak Republic)","Coleshire",23.053157777956308
2013,"Samoa","Kellyhaven",23.05853660877677
2003,"Mozambique","West Angela",23.061745917806597
2011,"Tuvalu","West Denise",23.0634148788737
2018,"Niger","Ramirezville",23.064501330482717
2010,"Uruguay","Lake Melissa",23.065870732525315
2022,"Brazil","Hendersonfurt",23.066214685134792
2009,"Turkmenistan","Rogerchester",23.066290328044328
2022,"Sierra Leone","West Marthafort",23.06752562693165
2016,"Kenya","Santosbury",23.07388779903514
2005,"Switzerland","South Darin",23.076885628671487
2018,"Mali","Pamtown",23.08244101576996
2016,"Ghana","Marystad",23.08602052366765
2001,"Denmark","South Ianview",23.08641597044853
2003,"Saint Lucia","Jonathanside",23.087065559826463
2019,"Switzerland","Moralesborough",23.089542881756618
2009,"South Georgia and the South Sandwich Islands","Schmidtland",23.098861314841425
2013,"Faroe Islands","Everettside",23.099086000794752
2009,"Slovakia (Slovak Republic)","North Matthewtown",23.108475295208173
2006,"Mali","North Alejandro",23.10977847723192
2001,"Taiwan","Maryberg",23.1186277527354
2004,"Namibia","East Justinville",23.125731445472983
2004,"Azerbaijan","Jonesstad",23.129627762381343
2011,"Guinea","New Jamesshire",23.131989203710457
2012,"Croatia","Port Jeremyport",23.13474015035517
2014,"Dominica","North Feliciaburgh",23.142757376631224
2002,"Bhutan","Ericview",23.151366416610365
2003,"Norfolk Island","Brandonshire",23.15774952266092
2009,"Turks and Caicos Islands","Patrickborough",23.16629635545644
2008,"Eritrea","Anthonyton",23.171131488557407
2003,"Mexico","East Ashley",23.17307689444994
2001,"United States Minor Outlying Islands","Tracymouth",23.17433563745673
2015,"Guadeloupe","Cruzside",23.174399030959783
2013,"Sierra Leone","Harryside",23.174536383456463
2001,"Turkey","New Cherylchester",23.180817410756127
2018,"Lao People's Democratic Republic","Willismouth",23.18541348993821
