"year","country","location","co2_emissions"
2014,"Algeria","Lake Danielleton",457.0581132472997
2020,"Antarctica (the territory South of 60 deg S)","Lake Melissa",457.1001577016303
2000,"Algeria","Leslieberg",457.1070260546836
2008,"Venezuela","Carlsonhaven",457.1210423554079
2002,"Christmas Island","Cookeborough",457.127013141761
2021,"Dominican Republic","Port Melissaview",457.2257193804653
2017,"United States Virgin Islands","Webbhaven",457.2494596922425
2014,"Haiti","Douglasfort",457.3103329534521
2017,"Sudan","South Aprilfort",457.32051849394367
2012,"Myanmar","Stevenburgh",457.3432183752728
2005,"Ethiopia","Matthewtown",457.3715313012561
2007,"Andorra","New Paul",457.3733891964257
2002,"Congo","Shawnville",457.3737552431372
2022,"Afghanistan","Alanfort",457.40914714121607
2009,"Iran","Sharonborough",457.4172043057525
2004,"Cambodia","Latoyaville",457.4298872080278
2011,"Italy","Williamston",457.4382886230975
2008,"Togo","Suarezfort",457.46617238965024
2013,"Saint Vincent and the Grenadines","Williamsview",457.4763764266853
2003,"Angola","West Kayla",457.52754942953794
2004,"Kyrgyz Republic","West James",457.5753737471456
2000,"Northern Mariana Islands","Courtneyberg",457.6056921516844
2019,"Madagascar","Lake Michaelborough",457.6159281099872
2007,"Jordan","West Nathanielmouth",457.63632745364055
2012,"Anguilla","North Christopherville",457.68966117455705
2010,"Swaziland","Nguyenland",457.75662435689486
2012,"Seychelles","Riosberg",457.8324585219699
2005,"Vietnam","Castillofurt",457.8594314041284
2006,"Bermuda","Port April",458.0022753763356
2015,"Uganda","Lisachester",458.0143761164103
2010,"France","Leachfort",458.017680094272
2000,"Comoros","New Bobhaven",458.0538052429848
2014,"Ukraine","Brendastad",458.069872343141
2008,"Sudan","North Jeffreyview",458.094565013694
2020,"Tonga","Jacksonville",458.1540432916846
2013,"Saint Lucia","South Elizabethton",458.15407040454267
2007,"Grenada","Lake Christine",458.1675334831879
2001,"Anguilla","Warnerview",458.18649355449537
2022,"Comoros","Hansenside",458.2879260485343
2004,"Myanmar","Sarahburgh",458.2988948032994
2002,"Vanuatu","Port Thomas",458.3742133875522
2012,"Hong Kong","Watkinsfurt",458.4126404816608
2002,"Eritrea","North Derekton",458.4132363190623
2002,"Kuwait","Mcintyreview",458.4372365825783
2022,"Cote d'Ivoire","East Sierraville",458.4481611988791
2006,"Zambia","Port Kathleen",458.4810649162754
2010,"Swaziland","South Micheleview",458.5081219684399
2007,"Somalia","Ambermouth",458.5113869268176
2019,"Panama","East Antonioside",458.5465878218618
2022,"India","Longview",458.5661586694525
2010,"China","Geraldmouth",458.5674483525122
2000,"Ethiopia","Amandaville",458.6236596225761
2011,"Cameroon","Pamelamouth",458.6285009547387
2000,"Papua New Guinea","Lake Cindyton",458.7137092050039
2006,"Rwanda","East Audreyport",458.7307975870665
2003,"Belarus","New Zachary",458.73403152554494
2018,"Senegal","Garciaborough",458.74487226874464
2012,"Zimbabwe","Lake Jasminehaven",458.7575717176168
2007,"Austria","Markburgh",458.7607941827302
2012,"Netherlands Antilles","East Megan",458.7615175079128
2008,"Bahamas","Lake Andreastad",458.814115175637
2018,"Liechtenstein","East Dalton",458.8174569501595
2006,"Nauru","Lake Marc",458.8307343458455
2001,"Antigua and Barbuda","New Christopherfort",458.83337504038536
2020,"Belgium","West Joanneton",458.9273661607661
2012,"Somalia","Cummingstown",458.93390604519954
2006,"Czech Republic","Johnsonbury",458.9339800984456
2018,"Ukraine","Ryanfort",458.94209843078806
2010,"Burkina Faso","Whiteberg",458.97112910520855
2016,"Sao Tome and Principe","Kariborough",458.9717913015901
2007,"Equatorial Guinea","Johnsonview",459.0733361494968
2009,"Estonia","Weeksview",459.0794757479023
2012,"Kiribati","New Jacobfort",459.0912652322478
2011,"Swaziland","North Karinaview",459.1086163108964
2000,"Kiribati","East James",459.1113777053452
2005,"Norway","East Rachelhaven",459.1445934158385
2007,"United Arab Emirates","Kellerbury",459.16065762749247
2020,"Denmark","West Jon",459.1613811396394
2020,"Montserrat","South Kimberly",459.1742811416289
2016,"Nigeria","Maryland",459.1944336760848
2012,"Grenada","Robinsonland",459.19699030914353
2003,"Isle of Man","Lake Raymond",459.2001421961611
2018,"Malawi","Cindystad",459.2081002103861
2004,"Turkey","Ericville",459.22249911202965
2012,"Turkmenistan","Tammyburgh",459.2532350674296
2018,"Albania","Wufort",459.29594263942727
2010,"Bhutan","Davidchester",459.336215617708
2005,"Finland","Karenfort",459.3830098329269
2010,"Namibia","Bridgesfort",459.4124817311393
2014,"Congo","West Robert",459.42954953969934
2016,"El Salvador","Mcdanielchester",459.4667327564601
2003,"Puerto Rico","East Kelly",459.4754243335362
2007,"Bulgaria","Saundersside",459.549879905278
2007,"Honduras","Kimmouth",459.56752494735446
2013,"Saint Barthelemy","Richardstown",459.5999070032729
2021,"Argentina","Robleshaven",459.6041695887679
2004,"Korea","Dayside",459.6468938809689
2008,"Samoa","New Jeremystad",459.6618786979821
2006,"Turkmenistan","New Tammyside",459.7071782999741
2000,"Seychelles","East Davidshire",459.71396661109424
2014,"Kiribati","Sharonhaven",459.7763189640998
2020,"Slovenia","New Lisa",459.8019087145176
2007,"Canada","Bassberg",459.8078750675692
2017,"Guatemala","Port Alexisfurt",459.9150357919191
2017,"Liechtenstein","Port Ianport",459.934449113033
2004,"Equatorial Guinea","East Crystalchester",460.03120227232
2002,"Colombia","Lake Michaelhaven",460.0324453615604
2008,"Swaziland","Lake Marissa",460.0359566190618
2017,"Honduras","Port Brian",460.0885382489041
2018,"Bolivia","Jamesville",460.1028724021477
2014,"Bangladesh","Samanthafurt",460.1578793283118
2008,"Martinique","Hillshire",460.1592123800924
2010,"Gibraltar","Port Glenda",460.2672762379962
2016,"Greenland","North Lauren",460.28989966647424
2000,"Saint Barthelemy","Silvaland",460.2949888464983
2010,"Ethiopia","Gomezside",460.30155852330137
2002,"Brazil","North Tyler",460.3039228228929
2004,"Cocos (Keeling) Islands","West Jessicaland",460.33049670425913
2005,"China","New Natasha",460.4029055173593
2018,"Mali","Pamtown",460.4066697171058
2022,"Sierra Leone","North Brittanyfort",460.4070084854559
2020,"Iran","Greenberg",460.4201731198935
2020,"Cyprus","Cannonhaven",460.45181735295535
2017,"Cocos (Keeling) Islands","Brendashire",460.45497570181874
2001,"Senegal","Gomezfort",460.47483845081774
2007,"San Marino","Noahburgh",460.48150288494526
2003,"North Macedonia","Christianbury",460.4931160992976
2015,"Reunion","East Timothymouth",460.5099451633316
2016,"South Africa","Michealstad",460.52147905635854
2001,"Sweden","Royview",460.52909376188006
2020,"Papua New Guinea","Robertborough",460.5308143327738
2006,"Russian Federation","Hooperberg",460.5854853343674
2003,"Guyana","Lauratown",460.6073446982314
2013,"United States of America","New William",460.6242273225104
2016,"Lebanon","Timothyburgh",460.652021652269
2020,"United States Minor Outlying Islands","Millermouth",460.677505160997
2018,"Brazil","Lake Lisa",460.685435268065
2009,"Kenya","South Christopherchester",460.7057548660228
2010,"Dominican Republic","East Angela",460.715797956514
2020,"Micronesia","Robertsfort",460.7182111038838
2009,"Latvia","Weeksmouth",460.7456263723678
2021,"Ukraine","West Janeburgh",460.79027706822046
2004,"Sweden","North Markhaven",460.8201824135188
2018,"Spain","Anthonyton",460.8280724015832
2012,"Zambia","Jameschester",460.8300723920112
2005,"Aruba","Hernandezbury",460.8474145283869
2016,"Armenia","East Nataliechester",460.8573896096629
2011,"Ireland","Chasehaven",460.96919198375406
2006,"Taiwan","Lake Shannon",460.96994476456285
2014,"Mongolia","Castillotown",460.9792299645502
2008,"Myanmar","Meyerville",461.0424314798674
2003,"Saint Helena","North Davidbury",461.08341193828807
2000,"Nicaragua","Watersberg",461.1031976089757
2016,"Micronesia","Lake Jenniferburgh",461.1094228023687
2010,"Albania","East Kimberly",461.111979847124
2004,"Martinique","East Samantha",461.16012033924704
2005,"Isle of Man","Hughestown",461.16240451409567
2007,"Luxembourg","East Joan",461.1878819529197
2003,"Turkey","Lake Margaretport",461.2352432830359
2015,"Netherlands Antilles","Port Christy",461.2504618249564
2021,"Dominica","Lake Megan",461.2763935742176
2007,"Zimbabwe","Annborough",461.3097629548505
2020,"Martinique","Port Christopherhaven",461.3169726706526
2012,"Pitcairn Islands","Robertfort",461.3648835578581
2013,"Belarus","Lake Michelle",461.3843337484458
2019,"Burkina Faso","Port Sharonstad",461.4168138116674
2005,"Chile","North David",461.43175857494543
2000,"Lithuania","East Natalie",461.4675292909109
2013,"Cote d'Ivoire","Brownville",461.47154629406657
2012,"Belize","Marcushaven",461.4753476429449
2015,"Luxembourg","Floreston",461.512438163853
2017,"Equatorial Guinea","Lewisfurt",461.51611262084486
2007,"New Caledonia","Gallegosburgh",461.5718773966237
2000,"Israel","Hutchinsonburgh",461.6779304692377
2016,"Cyprus","Chapmanshire",461.69685551074593
2020,"Malawi","Port Jamestown",461.7033097340844
2001,"Tuvalu","North Kristiview",461.7106510608149
2017,"Madagascar","Lake Shane",461.8128231206977
2003,"French Southern Territories","Lake Evanland",461.84152656767344
2013,"Heard Island and McDonald Islands","North Kevin",461.8960132134507
2010,"Trinidad and Tobago","Roseshire",461.9019311772065
2004,"Tonga","Tinaview",461.9169836139081
2018,"Yemen","Christopherchester",461.9562287057017
2012,"Swaziland","Millerland",461.98576663355175
2011,"Uganda","Grosshaven",461.9944279030803
2011,"Central African Republic","Hoganshire",462.037396909005
2009,"Belize","Herrerastad",462.0788541632835
2006,"Wallis and Futuna","North Mariahaven",462.07920453702445
2010,"Thailand","Melissamouth",462.1184962008591
2002,"Switzerland","Kellyborough",462.1196859463976
2001,"United Arab Emirates","Calvinland",462.2182027882921
2017,"Panama","New Marie",462.2305972345792
2016,"Mali","Duncanton",462.2424758683252
2021,"Mozambique","Port Katie",462.2613374664373
2015,"Ukraine","Shawnfurt",462.272387180198
2017,"Tunisia","Cummingsbury",462.28492183403614
2000,"Grenada","North Brian",462.2921507351648
2002,"New Zealand","Leahview",462.2992169062271
2016,"Micronesia","Lake Cynthia",462.2998165695305
2006,"Solomon Islands","Johnsonstad",462.3214325792413
2013,"Nicaragua","South Tammy",462.3335991578532
2002,"Mozambique","Shepherdmouth",462.369578383224
2005,"Saint Vincent and the Grenadines","Ortegaton",462.3732202406097
2005,"Kazakhstan","Lake Michael",462.3828329726013
2003,"Saint Martin","Port Corey",462.4343978844999
2010,"Cayman Islands","South Davidchester",462.4509312786846
2012,"Serbia","Melindatown",462.51027190208174
2012,"Guinea","Richardmouth",462.5174364818404
2009,"Guatemala","Lake Vanessabury",462.62348810143294
2008,"Albania","Port Karentown",462.6783122353015
2006,"Indonesia","Lake Benjamin",462.6799867403077
2013,"Malta","Sandersmouth",462.7015692853676
2008,"Israel","North Anthony",462.7138903944606
2006,"India","Bowersfurt",462.7388928894577
2010,"Kenya","Tinastad",462.7908824918637
2012,"Tanzania","North Kevin",462.793465733377
2016,"New Caledonia","South Joseph",462.7980586374531
2012,"Bahamas","Larryborough",462.8099153240761
2001,"Seychelles","North Davidfort",462.8241038670825
2010,"Mayotte","Johnstonland",462.8636725839209
2013,"Poland","Lynnfort",462.8639950941288
2005,"Uruguay","New Lacey",462.86532853797286
2013,"Tonga","Martineztown",462.9738273960367
2002,"Senegal","South Karenside",462.9902908101034
2011,"Oman","Lake Emilyland",463.01689441576127
2012,"Mayotte","Stacyton",463.16575752120696
2008,"Algeria","South Lindseyview",463.2750418922286
2008,"Holy See (Vatican City State)","North Yvonneborough",463.3442503284265
2006,"Taiwan","Tylermouth",463.3501952557546
2021,"Morocco","Murphyhaven",463.4018947067562
2016,"Monaco","Lake Karinastad",463.42193141264687
2005,"Korea","North Adam",463.4431270747506
2020,"Iran","Port Lindsey",463.485638652832
2012,"Honduras","Hartland",463.4891304459828
2011,"Somalia","South Wendytown",463.5000940874244
2018,"Hungary","Andersonfurt",463.5141167680503
2022,"Malaysia","East Danielstad",463.5773060527135
2018,"Cyprus","Port Danny",463.59303534439744
2016,"Netherlands Antilles","South Brian",463.6801095285916
2010,"Lao People's Democratic Republic","Nicholasberg",463.68263044996274
2005,"Jordan","Jonesstad",463.7032588139501
2007,"Qatar","Port Tara",463.74745289086025
2014,"Gibraltar","Lake Margaret",463.7821238394963
2020,"Saudi Arabia","Gilbertfort",463.79985728949765
2011,"Antigua and Barbuda","Lake Kelly",463.8125075424442
2022,"Burkina Faso","Zavalahaven",463.8177446625923
2001,"Ireland","North Phillip",463.83941078552107
2015,"Kiribati","New Ashley",463.84915383016585
2000,"United Arab Emirates","Townsendstad",463.8731007868655
2021,"Mexico","Maryview",463.9156359168199
2015,"Vietnam","South Kelly",463.93972221524535
2022,"Bouvet Island (Bouvetoya)","East Christinaberg",464.0106452995476
2002,"Saint Lucia","Lake Stephanieland",464.0704046022039
2018,"Northern Mariana Islands","East Kennethport",464.0834086939256
2003,"South Georgia and the South Sandwich Islands","Jacksonborough",464.1124595642987
2020,"Bolivia","Skinnerhaven",464.15306523386704
2011,"Saint Vincent and the Grenadines","Anthonyton",464.1695353132649
2002,"Nauru","Marymouth",464.2187925566954
2007,"Norfolk Island","West Joseshire",464.28886383489953
2017,"Cyprus","Port Frank",464.29445933377576
2017,"Nicaragua","South Jimville",464.30304206015535
2007,"Kiribati","New Joshuaview",464.3719549141296
2022,"Tokelau","Weberside",464.465408962932
2004,"New Caledonia","Rodgerschester",464.4720205240502
2018,"Oman","Jenniferport",464.49647179252247
2000,"Myanmar","Lake Jameschester",464.616498594038
2011,"Cote d'Ivoire","Thomasbury",464.65886485273046
2019,"Germany","Thorntonchester",464.6617577391551
2011,"Turkey","South Rebeccastad",464.6621498291241
2012,"Belize","West John",464.6760545849156
2011,"Antigua and Barbuda","North Jonathan",464.7349457044761
2004,"Belize","Tiffanyborough",464.7373227450907
2020,"Ghana","Davidshire",464.74792648635326
2005,"Cocos (Keeling) Islands","Robertmouth",464.7879880077259
2012,"Malawi","Port Douglasland",464.8072099403845
2013,"Reunion","West Alexander",464.8921755457055
2001,"American Samoa","South Thomasfurt",464.9050559266238
2006,"Spain","Robinhaven",464.92657887144094
2021,"Reunion","West Krystal",464.9912526853353
2000,"Spain","Jimenezport",465.05043239689576
2008,"Armenia","New Derek",465.0841040517975
2017,"Bolivia","Toddfurt",465.1497545525463
2021,"Somalia","New Lisa",465.1528966738167
2014,"Slovakia (Slovak Republic)","West Mark",465.1639665630108
2022,"Puerto Rico","Maymouth",465.302441278697
2020,"Japan","Martinstad",465.31532704267016
2007,"Cuba","Adriennebury",465.4073885176655
2006,"British Virgin Islands","South Kathleen",465.4108164276085
2015,"Senegal","New Paul",465.4140725664128
2009,"Antigua and Barbuda","South Robertborough",465.508478946281
2011,"Netherlands","South Elizabethtown",465.5377911300111
2008,"Niue","South Heather",465.5665806248187
2017,"Moldova","Susanberg",465.629393641235
2002,"Jersey","Parkertown",465.6555161761111
2014,"Japan","Lake Stephanie",465.6838172919493
2007,"Angola","Port Taylor",465.6917554007136
2022,"Iraq","Camposchester",465.7434865629681
2004,"Ukraine","South Judithtown",465.76499227093
2018,"Myanmar","West Cassandraside",465.766706533236
2004,"Algeria","Thomasland",465.8141207193545
2016,"Holy See (Vatican City State)","East Nicolemouth",465.8807071273644
2018,"Armenia","Carriehaven",465.9748067543195
2021,"British Virgin Islands","Jamestown",466.0157829692192
2022,"Argentina","West Stephanie",466.04213566492433
2012,"Saudi Arabia","Danielport",466.0963807026432
2015,"Belize","Barnesview",466.10645267971097
2014,"Malta","Moorebury",466.1148536481391
2016,"Malaysia","East Kelly",466.1203807928855
2008,"Cape Verde","West Edwardfurt",466.1205535600856
2012,"Dominican Republic","South Carrieberg",466.18079866062095
2019,"Mongolia","North David",466.18267437835857
2014,"Czech Republic","Juliefurt",466.21280666153854
2004,"Jamaica","New Michelleshire",466.2201067643867
2019,"Jersey","Carriestad",466.25911694369074
2010,"Singapore","East Lisamouth",466.2947517656413
2008,"Congo","Sullivanbury",466.3196607902765
2015,"Jersey","Leeside",466.3314755955802
2007,"Hungary","West Jason",466.336348310816
2022,"Denmark","West Tinaville",466.38379293914096
2007,"Malta","Lake Williamfort",466.5258906750802
2019,"Marshall Islands","North Ericaport",466.548383871324
2017,"Hungary","North Jamieville",466.5639520240287
2001,"Bermuda","New Christian",466.57093265856815
2007,"Guyana","Jasonmouth",466.5834008112494
2004,"Puerto Rico","Port Ritaport",466.6095868010023
2009,"Bahrain","New Jasontown",466.6458794772395
2017,"Sri Lanka","Walterburgh",466.6628220130072
2018,"Chad","Phillipsfurt",466.675479982852
2000,"Taiwan","East Christy",466.67803767861005
2018,"Congo","Valdezland",466.7274253783197
2006,"Iceland","Hamiltonmouth",466.7532995568497
2021,"Bulgaria","Clarkmouth",466.7839473651698
2019,"Liberia","Davidtown",466.8033002115967
2006,"Northern Mariana Islands","West Dustinshire",466.85772312553706
2000,"Dominica","Port Kevin",466.9354291665908
2018,"Cuba","Welchville",466.93769067625584
2008,"Rwanda","New Brandi",466.9394256661191
2009,"Cook Islands","North Franciscoton",466.97727738353024
2022,"Sweden","East Brianburgh",467.0021966800245
2004,"Myanmar","Port Alexandraview",467.01503829269376
2001,"Gambia","West Kimberlyberg",467.0382348248444
2001,"Luxembourg","North Christyberg",467.0737068770856
2021,"Zambia","East Roger",467.1060698411056
2021,"Mali","Geraldchester",467.1419936076295
2018,"Northern Mariana Islands","East Taylorburgh",467.1434607623601
2019,"Italy","South Robert",467.1492435478754
2013,"Pakistan","North Stephenville",467.1541568231585
2005,"Lebanon","South Ryan",467.1652845779085
2017,"Israel","South Morganland",467.2412007684124
2015,"Gambia","Elizabethmouth",467.2674878860631
2012,"Czech Republic","Danielside",467.3180888148728
2018,"Bahrain","West Kimberlyberg",467.3431150865312
2010,"Gibraltar","Kristyborough",467.5009983557636
2000,"Honduras","Staffordton",467.5200681584006
2000,"French Southern Territories","Aaronton",467.52136186107214
2010,"Monaco","East Emilyport",467.5418662910065
2013,"Cambodia","Port Jenniferview",467.5703304456566
2022,"Rwanda","Vazquezland",467.570379403332
2011,"Bermuda","Turnerstad",467.5894678203686
2010,"Djibouti","Rachelville",467.61970950793847
2003,"Peru","Jenniferview",467.68638323935886
2006,"Oman","East Vanessatown",467.7291154794554
2018,"Panama","Holderburgh",467.7950507800134
2019,"United Arab Emirates","Jonland",467.86469561631
2013,"Honduras","North Katherine",467.8755441705844
2000,"Nepal","Maxwellview",467.91386261997087
2016,"Honduras","Lake Christina",467.9183807834109
2018,"Angola","Christineville",467.9566094919359
2010,"United States Minor Outlying Islands","Joanhaven",468.0205630653919
2007,"Lithuania","Ellisonborough",468.04246586854816
2014,"Bouvet Island (Bouvetoya)","East Alan",468.10120650168886
2022,"Chad","Fernandoland",468.1131189641838
2015,"Estonia","Brookechester",468.1785166194133
2013,"Aruba","Sanchezview",468.1862524122764
2009,"Kenya","Antoniobury",468.286136314173
2009,"Malta","New Michael",468.32136946216633
2004,"Singapore","New Davidton",468.3832149318413
2005,"Algeria","Jesusmouth",468.3857117626002
2014,"Oman","South Kevin",468.41544816752815
2014,"Cote d'Ivoire","East Angela",468.4532506436455
2019,"Saint Pierre and Miquelon","West Patricia",468.45593256796735
2001,"Cayman Islands","Williamtown",468.5297350406456
2003,"Argentina","East Luisberg",468.56760857923126
2019,"Slovenia","Brennanville",468.5787130497826
2017,"Tokelau","South Jessicaview",468.787330826759
2007,"Pitcairn Islands","Simsfort",468.8235994066744
2018,"Sri Lanka","Lake Jordan",468.90183471598414
2014,"Norfolk Island","Shawchester",468.925964596026
2020,"Papua New Guinea","South Garrettside",468.9402463179673
2020,"Angola","Jaclynchester",469.00646466889583
2011,"Antigua and Barbuda","South Lynnport",469.0745854430944
2010,"Guam","East Amberberg",469.0884921881048
2018,"Comoros","New Brian",469.1150464389201
2006,"Swaziland","New Samuel",469.1354727571049
2006,"French Guiana","West Ericland",469.1464352315018
2007,"Portugal","New Waynefort",469.1854245263224
2008,"Hong Kong","Coopermouth",469.2064202485982
2006,"Vanuatu","East Julie",469.2311574589044
2005,"Slovenia","Port Holly",469.2738136816522
2007,"Svalbard & Jan Mayen Islands","Millerburgh",469.3042961784468
2007,"Argentina","Hernandezhaven",469.3163868457356
2006,"French Guiana","North Crystalhaven",469.3367090637665
2001,"Slovenia","Taylorborough",469.33973281114913
2004,"Mali","Kathleenstad",469.3451621390832
2000,"Togo","Jayville",469.3691696882153
2003,"Czech Republic","Shellymouth",469.38227295807945
2021,"Barbados","North Danieltown",469.38672637925663
2001,"Canada","South Ninaton",469.3896485619738
2011,"Tokelau","Port Cheryl",469.3942982279901
2011,"Guadeloupe","Port Kevinside",469.40496670564863
2001,"Philippines","South Angelica",469.4690269983408
2006,"Paraguay","East Raven",469.5170836857068
2010,"Reunion","Lake Laurentown",469.57459692892
2011,"North Macedonia","Drakemouth",469.58080197058905
2005,"Uruguay","Perezborough",469.59714341572345
2003,"Bahamas","West Selenaview",469.7066916720581
2002,"Iceland","Terrimouth",469.7673581317133
2014,"Guernsey","Jamestown",469.8055732061502
2010,"Jordan","Johntown",469.838014633902
2001,"United Arab Emirates","Coreybury",469.8739997436188
2000,"Malta","Jonesview",469.8816900919782
2006,"Russian Federation","Jamesborough",469.9025538082483
2010,"Solomon Islands","Emilystad",469.930339640065
2009,"Portugal","Vasquezport",469.9489608707208
2017,"Belize","North Karla",469.97062728292224
2000,"Saint Kitts and Nevis","South Helenberg",469.9869354351072
2006,"Guam","East Markville",470.0178428091152
2009,"Qatar","West Samuel",470.0224145015205
2015,"Trinidad and Tobago","East Nataliehaven",470.04565292967743
2003,"France","New Yolanda",470.07325585709054
2012,"Burundi","Kellyshire",470.0841069527869
2005,"Congo","New Patrickmouth",470.3058094658774
2022,"Cambodia","East Claudia",470.3304118592196
2011,"Isle of Man","South Shannon",470.3637373461494
2005,"Kuwait","Davidview",470.39368543308535
2020,"Lao People's Democratic Republic","North Tara",470.39387271825615
2000,"Saint Vincent and the Grenadines","Taylorhaven",470.3963650713312
2004,"British Virgin Islands","Lewismouth",470.4163223870778
2014,"Congo","North Pamela",470.4193136078244
2011,"Liechtenstein","Mcgrathton",470.4715532659601
2017,"Equatorial Guinea","Boothside",470.5081477130992
2018,"Ethiopia","Christophertown",470.6160859250812
2007,"Tonga","Port Brendaberg",470.6625220176966
2002,"Mali","Lake Robertofort",470.6817601062392
2013,"Ecuador","Francesfurt",470.74930846317824
2009,"Bouvet Island (Bouvetoya)","Juanfurt",470.7994263857142
2014,"Lesotho","Jonathantown",470.8392124289484
2006,"British Virgin Islands","West Kelsey",470.8479949491765
2015,"Myanmar","East Sandrachester",470.84838133454815
2012,"Liberia","South Michael",470.8713442257485
2011,"Reunion","West Williamtown",470.8730376470552
2007,"Sao Tome and Principe","Alexport",470.8782139917556
2008,"Djibouti","West Tammy",470.8958421436648
2001,"France","West Brian",470.9301564416586
2009,"Moldova","West Karenton",470.9479808654504
2001,"Russian Federation","Blackchester",470.9663351540849
2008,"Chad","New Diane",470.9878435104471
2007,"Namibia","Vasquezhaven",471.0346296242319
2013,"Kiribati","Hannahstad",471.0386707268694
2007,"Korea","Brittanyborough",471.060073671864
2019,"Equatorial Guinea","Lake Barbaraborough",471.14744065795713
2000,"Grenada","Vasquezmouth",471.1822828985625
2002,"Mauritania","Adamston",471.1933015710067
2019,"Timor-Leste","Fritzstad",471.1963551067894
2019,"Burundi","Brandontown",471.2172087792977
2001,"Turkmenistan","New James",471.2240086562386
2012,"Syrian Arab Republic","Carolburgh",471.2813651743777
2011,"Belize","Benjaminport",471.3754217377861
2010,"Korea","Hannahchester",471.4049954298857
2000,"Bhutan","Schultzport",471.4096240512453
2006,"Iceland","Benjaminport",471.4480613436815
2019,"Nicaragua","South Kenneth",471.4629733332802
2014,"Eritrea","Lake Patriciabury",471.4964359475823
2022,"Reunion","Simmonsburgh",471.6263647382172
2017,"Martinique","Clarkview",471.6634578913132
2019,"Iran","New Shawn",471.6794892473844
2004,"Paraguay","Cabrerafurt",471.6934852716347
2005,"Kazakhstan","Deborahfort",471.6983923769109
2017,"Senegal","Lawrenceville",471.702022442112
2013,"Lebanon","Bakershire",471.7229689441903
2000,"Botswana","South Brandonmouth",471.7316747103415
2008,"Canada","Jasonton",471.74473244764914
2009,"Liberia","Brandonview",471.7655557415892
2011,"Indonesia","South Sarah",471.8552740039646
2017,"Marshall Islands","Seanland",471.8721353931132
2017,"Azerbaijan","West Savannahside",471.94006970048895
2022,"Malaysia","Lisaburgh",471.9571848582732
2010,"Philippines","Lake Anthony",472.01342617981385
2011,"Central African Republic","Turnerside",472.0585937064101
2020,"China","North Chad",472.1009898397973
2009,"Northern Mariana Islands","Port Matthew",472.14243137049147
2013,"Maldives","Brittneyhaven",472.1536829266155
2016,"New Zealand","Port Ginaberg",472.176447685119
2006,"Chad","Birdfurt",472.18410328567313
2003,"Andorra","East Christopherport",472.1913870203793
2002,"Yemen","Port Danielborough",472.2024097585373
2003,"French Guiana","East Cynthia",472.2167084601751
2002,"Netherlands Antilles","East Kyle",472.3070026140661
2022,"Pakistan","Kimberlyland",472.4072681511758
2011,"Serbia","Lake Amytown",472.4688151147631
2014,"Gambia","West Michaelbury",472.4754051393383
2000,"Algeria","Cuevasfort",472.5399843713094
2001,"Turkey","New Cherylchester",472.5431052135253
2005,"Guinea-Bissau","Wolfland",472.5746773687279
2011,"Western Sahara","Port Karaburgh",472.5926663455275
2005,"Gambia","Biancaport",472.62510516151866
2009,"Nepal","East Nicholasland",472.6285274377018
2011,"Syrian Arab Republic","North Jamesbury",472.6660477727237
2010,"Saint Helena","North Briannaville",472.6755637764204
2000,"Morocco","Bryantside",472.7251158419952
2009,"Chad","Lake Crystalburgh",472.7322504562739
2016,"Georgia","Patriciaside",472.7339221787024
2004,"San Marino","West Matthewshire",472.74014029372046
2022,"Belgium","Donaldland",472.764072051584
2022,"British Indian Ocean Territory (Chagos Archipelago)","New Alexandra",472.800677403798
2010,"Slovenia","South Jacob",472.8866874129936
2011,"Honduras","Hannahfort",472.9137229514373
2020,"Nigeria","Lake Lisaport",472.9246076071522
2013,"United States Virgin Islands","North Matthew",472.9259563845418
2004,"Comoros","Sabrinastad",472.9270060720908
2015,"Tokelau","South James",472.9301054254042
2011,"Italy","East Veronicaport",472.98012644306857
2004,"United States Minor Outlying Islands","Jessicaburgh",473.0145550033212
2009,"Slovenia","Grossview",473.109550703442
2019,"Dominican Republic","East Jamesshire",473.2734769542294
2019,"Suriname","South Tracey",473.2854814760579
2001,"Marshall Islands","Lake Karen",473.37127889663554
2021,"Haiti","South Benjamin",473.3729301508346
2016,"Oman","Loweberg",473.43415929472405
2006,"Namibia","Stewartborough",473.4713032748288
2004,"Antigua and Barbuda","Heathermouth",473.4827833085104
2003,"Palau","Clarkbury",473.5182588382693
2016,"Algeria","Mejiaview",473.5683893479383
2003,"Comoros","Kaylaville",473.6573011373799
2001,"Nauru","Lewisland",473.711477289314
2004,"Dominican Republic","West Angelaburgh",473.8140368792228
2010,"France","South Jesse",473.8421823803416
2022,"Bahrain","South Jeffreyton",473.8598319508966
2022,"Bulgaria","Virginiaside",473.9109960973237
2003,"Mozambique","West Angela",473.9221951276018
2017,"Colombia","Woodmouth",473.9731830638411
2013,"Bhutan","North Melinda",473.9805128882562
2009,"French Southern Territories","West Megan",474.0067328477146
2020,"Netherlands Antilles","Dylanbury",474.0613994833171
2018,"Netherlands","Port Heatherfurt",474.19050266730704
2002,"Swaziland","North Jessica",474.2090858712691
2014,"Malta","Port Breanna",474.2122578767968
2000,"Norfolk Island","South Charles",474.2151395092732
2022,"Botswana","Lindaland",474.3032700747708
2000,"British Indian Ocean Territory (Chagos Archipelago)","West Jeffrey",474.31808727651696
2000,"Georgia","New Dianechester",474.36422399465977
2001,"Tanzania","Allenville",474.4943467792479
2002,"Montenegro","North William",474.5624655626902
