"year","country","location","sea_level_rise"
"2019","Tunisia","Port Lorettaburgh","0.9692058622256438"
"2022","Falkland Islands (Malvinas)","Angelashire","0.9693633655913986"
"2004","Niger","Taylorhaven","0.969966830532446"
"2017","Kiribati","Johnsonmouth","0.969986069996232"
"2009","Singapore","Bellhaven","0.9705674859221368"
"2005","Mauritania","North Julialand","0.9706582049182674"
"2007","Puerto Rico","North Jeanetteport","0.9709068892391493"
"2016","British Virgin Islands","Shannonhaven","0.9714611190761412"
"2005","Kyrgyz Republic","Cabrerachester","0.9715100016673084"
"2014","Solomon Islands","South Angelaview","0.9721571156928438"
"2004","San Marino","Cookstad","0.9729213043679148"
"2021","Sweden","Davidmouth","0.9731837467338592"
"2010","Vietnam","East Lori","0.9733212955299656"
"2020","Cayman Islands","West Lukestad","0.9735354490840344"
"2011","United States Virgin Islands","Gregoryfort","0.9743061610515824"
"2012","Philippines","Moraleshaven","0.974425919907996"
"2004","Netherlands","New Cameronfurt","0.9745330416091894"
"2003","Algeria","Burtonmouth","0.9752874824321324"
"2012","Liberia","Anthonyside","0.9754598286198652"
"2015","Netherlands Antilles","Port Christy","0.9755739260962446"
"2001","Netherlands Antilles","Haneyland","0.9761235447673404"
"2016","Bahamas","East Jimmy","0.9762012557801903"
"2022","French Guiana","Guerrafort","0.97677336513613"
"2000","Saint Helena","Port Jessica","0.9771697440519952"
"2019","Mongolia","North David","0.9781102450094966"
"2005","Bermuda","West Darylhaven","0.9790599491509347"
"2004","Peru","Saraland","0.9794051048374598"
"2017","Niger","Nicholsbury","0.979642853213964"
"2016","Saudi Arabia","West Deborahfort","0.9802268260375544"
"2006","Sao Tome and Principe","North Richardton","0.9803908615607384"
"2010","Norway","Jamesfurt","0.9805890646214848"
"2005","Portugal","Nelsonland","0.9812176182665112"
"2011","Ecuador","South Jerryburgh","0.9819453734435578"
"2016","Samoa","Schwartzview","0.9825179773661938"
"2007","Nicaragua","Ramirezport","0.9826440417620256"
"2017","Philippines","Port Danieltown","0.9828364551217"
"2007","Saint Martin","North Christineburgh","0.983299675269014"
"2018","Bhutan","Douglaston","0.983491385588617"
"2015","Cyprus","New Heatherchester","0.9842936837945728"
"2004","Mayotte","South Tiffany","0.9844107899383684"
"2002","Bulgaria","Fieldsland","0.984826662458256"
"2005","Netherlands","West Rachelville","0.9852084747181344"
"2007","Swaziland","South Francisburgh","0.9859365181193364"
"2022","Switzerland","Leeland","0.9859366519422677"
"2014","Gibraltar","Coleborough","0.9866370592815032"
"2007","New Zealand","Kingfurt","0.986641791909604"
"2018","Netherlands Antilles","Vasquezmouth","0.9869271094721134"
"2018","Haiti","Amandaland","0.9873206848000908"
"2004","Mexico","Austinstad","0.9875223627601842"
"2018","Congo","Steveton","0.9876000233857876"
"2003","French Southern Territories","Lake Evanland","0.9879871520244278"
"2015","Bahamas","South Erinland","0.9880433308998042"
"2009","Saint Kitts and Nevis","Loriland","0.9880786274031168"
"2012","Liberia","North Chadville","0.9896078953679186"
"2011","Costa Rica","Taylorland","0.98963927962528"
"2009","Reunion","Port Catherine","0.9898067960923628"
"2018","Norway","Reedbury","0.990024449914252"
"2019","Mauritania","Wilsonshire","0.9902260621373508"
"2007","Mali","Gibsonberg","0.9903520450309302"
"2016","Liechtenstein","Freemanview","0.9907341898617548"
"2015","Sao Tome and Principe","Lopezton","0.990781929478558"
"2012","Aruba","Lake Karenstad","0.9920331084034256"
"2003","Gambia","Austinland","0.9924868470452164"
"2022","Sierra Leone","Lake Nicholasmouth","0.9928275310182224"
"2017","Montenegro","Martinland","0.9929441976047714"
"2018","Andorra","East Jennifer","0.9930217936091824"
"2015","Vanuatu","Katherineshire","0.993620450350046"
"2017","Tonga","Port Stephenbury","0.994181926415649"
"2008","Uganda","Cristianshire","0.9943023708380406"
"2003","Benin","East Sarah","0.9945299889866552"
"2005","Sao Tome and Principe","New Jennifer","0.9950888524272776"
"2000","Tanzania","Sanchezbury","0.9962588205138752"
"2019","Qatar","New Nicoleborough","0.996285830367024"
"2018","Norway","South Nicoleview","0.9967535397850128"
"2000","Bosnia and Herzegovina","Sarahside","0.9971139740207084"
"2009","Kiribati","Powellstad","0.9972848561846968"
"2000","Pitcairn Islands","Martinfort","0.9985524884371056"
"2021","Iraq","Cassandraville","0.9989360822716143"
"2014","Brazil","New Allisonton","0.9994427332148508"
"2008","San Marino","North Paulmouth","1.0001229557321187"
"2010","British Virgin Islands","Richardtown","1.000126026390988"
"2002","Christmas Island","Pachecoland","1.000946713674748"
"2010","Cambodia","Port Calebmouth","1.0011403086906188"
"2008","Congo","Sullivanbury","1.0014711620267287"
"2012","Hong Kong","West Philip","1.0017639589900138"
"2014","Japan","Lake Stephanie","1.001916218579984"
"2021","Turks and Caicos Islands","Port Angelaton","1.0023258375514013"
"2022","Malaysia","East Danielstad","1.0041987835535866"
"2010","Grenada","Lake Kellymouth","1.00447637461722"
"2005","Gabon","North Autumn","1.0059036721160968"
"2014","Anguilla","North Courtneychester","1.0063304518421687"
"2016","United Arab Emirates","Jeremyborough","1.0064967048339857"
"2007","Philippines","Hardytown","1.006910996219038"
"2022","Liechtenstein","East Glennstad","1.006961514496696"
"2014","Jamaica","North Troy","1.0072186857179062"
"2000","Puerto Rico","Jerryview","1.0081128802598986"
"2004","Reunion","Jonesland","1.0083452497754737"
"2021","Chad","North Elizabethview","1.0088544442429574"
"2015","Malawi","Brandonville","1.0089649953780244"
"2004","Burkina Faso","Port Josestad","1.0090832398907588"
"2001","Svalbard & Jan Mayen Islands","Potterburgh","1.0094590868113724"
"2016","Ethiopia","South Brittany","1.0099562981730683"
"2011","Israel","Walterhaven","1.010483982896959"
"2001","British Virgin Islands","Penningtonberg","1.0105783986328498"
"2021","Canada","Travisstad","1.0107108011714538"
"2015","Switzerland","East Josephberg","1.010952697259905"
"2006","Angola","Brianberg","1.0112936875803566"
"2021","Wallis and Futuna","Gateschester","1.0116736240110384"
"2017","United States Virgin Islands","Webbhaven","1.0117226239756385"
"2001","Saint Martin","North Samanthashire","1.0120691215662871"
"2010","Samoa","East Eric","1.0130848543488729"
"2018","Belize","Port Craig","1.0132003429869492"
"2008","Swaziland","Gutierrezburgh","1.0132434803049508"
"2015","Trinidad and Tobago","East Nataliehaven","1.0135529418670934"
"2018","Georgia","Port Janet","1.0137916094571833"
"2008","Cote d'Ivoire","Mcconnellfurt","1.0142140062250773"
"2002","Burkina Faso","Shanestad","1.0150114145026554"
"2011","Congo","East Johnnyville","1.0158323711361283"
"2013","Argentina","Kevinland","1.0158629525735203"
"2008","Montserrat","Lauraview","1.0159401931826455"
"2002","Northern Mariana Islands","West Melindaborough","1.0163300456946451"
"2013","France","South Ashley","1.016570589852863"
"2012","Lesotho","North Tiffany","1.0167168135159732"
"2009","Russian Federation","Cochranfort","1.016855498841601"
"2000","Jersey","Hartburgh","1.0168861379961776"
"2021","Hong Kong","North Joshuabury","1.018258807292883"
"2021","Iraq","East Kathleenport","1.0187794964336994"
"2002","Belarus","East Shelly","1.0193923568210277"
"2014","Slovakia (Slovak Republic)","East Shaneberg","1.0196592275476144"
"2014","Isle of Man","South Kathyborough","1.019688057878885"
"2001","Spain","New Dawnside","1.0207685047626869"
"2019","Western Sahara","East Kimberly","1.0215385424632832"
"2010","India","Payneville","1.0217539534931188"
"2017","United States Minor Outlying Islands","North Joshuaborough","1.0218419947293111"
"2018","Kyrgyz Republic","West Nancyhaven","1.0219262723133518"
"2006","Slovakia (Slovak Republic)","Warrenhaven","1.0219850801059718"
"2006","Ghana","New Rickyhaven","1.022890113646996"
"2016","Niue","South Lance","1.0233864771442756"
"2013","Indonesia","Garciaton","1.023847503846358"
"2003","Gambia","Ericborough","1.0252180788559833"
"2019","Holy See (Vatican City State)","Lake Brett","1.025982836167027"
"2015","Israel","South Michael","1.0264506582108384"
"2022","Argentina","West Stephanie","1.0267041595219062"
"2010","Azerbaijan","South Misty","1.0267198331528338"
"2004","Brunei Darussalam","Knightside","1.0280709797687209"
"2016","Pakistan","Spearschester","1.0283352584459011"
"2012","Nicaragua","North Christinaport","1.0285266800344428"
"2001","Holy See (Vatican City State)","New Marcoborough","1.028609576841878"
"2002","Luxembourg","Lake Anthony","1.0310681932648"
"2010","Uganda","Sophiafort","1.032416485915296"
"2022","Cyprus","West Elaineshire","1.0325824970786632"
"2002","Dominica","South Michael","1.0328324155305444"
"2003","Trinidad and Tobago","North Kimberlyland","1.0332701035357188"
"2022","Cameroon","South Joseph","1.033963219371248"
"2014","Pitcairn Islands","Fitzpatrickborough","1.03401355106481"
"2021","Norfolk Island","Port Diane","1.0343555377691824"
"2001","Thailand","Port Steven","1.0344587741791558"
"2006","Guyana","Howellside","1.034485884322227"
"2016","Iceland","Robertchester","1.034559459556597"
"2014","Benin","Chapmanhaven","1.03491276465788"
"2015","Uganda","Lisachester","1.035336426371289"
"2017","Ghana","North Kristinfort","1.036506195404582"
"2018","Bahamas","Port Steven","1.0372101883046432"
"2002","Liechtenstein","Port Elizabethchester","1.0372963392180767"
"2018","Sweden","North Christy","1.037872034506976"
"2011","Palestinian Territory","New Joshuatown","1.0384159868417608"
"2002","Iceland","North Taylor","1.0388877363808704"
"2004","Tonga","Lake Alexaberg","1.0389441369724703"
"2007","Pitcairn Islands","Port Carrie","1.0406948954306168"
"2018","Latvia","West Lori","1.040695828527156"
"2015","Mexico","Mccartymouth","1.0408697141624934"
"2016","Tajikistan","Hermanport","1.0411005363340475"
"2007","Armenia","Kimland","1.041405252532708"
"2012","Czech Republic","Hermanton","1.0414621680744225"
"2019","Uruguay","Lake Mark","1.0418360588748692"
"2022","Kenya","East Crystal","1.0419739620865889"
"2002","Cote d'Ivoire","Port Whitneyborough","1.042291241983196"
"2017","Yemen","North Alyssa","1.0423322821766106"
"2015","Czech Republic","Port Danabury","1.0430874471717473"
"2004","Cocos (Keeling) Islands","West Jessicaland","1.043255676744948"
"2022","Saint Barthelemy","Williamsborough","1.0433359902490549"
"2008","Libyan Arab Jamahiriya","West Rodneymouth","1.0438989947230453"
"2018","Dominica","New Josephton","1.0441273278367926"
"2001","Tanzania","Aaronside","1.0444028345524243"
"2018","Luxembourg","North David","1.0445077163728431"
"2007","Latvia","Stevensonberg","1.0450182842759903"
"2005","United States Virgin Islands","Morrisview","1.045195328230259"
"2017","China","Port Amber","1.0452208113721435"
"2016","Slovakia (Slovak Republic)","East Melissa","1.0456747706278209"
"2010","Gambia","Hudsonborough","1.0469003477594725"
"2019","Canada","West Rebeccaberg","1.0472043452601292"
"2004","Belize","Jimshire","1.047453265703695"
"2013","Belgium","Scottland","1.0475092554036156"
"2007","Swaziland","North Benjamin","1.0477503873111504"
"2017","Sudan","Brettport","1.0480387825326438"
"2006","Guadeloupe","North Michaelfort","1.0486262472737236"
"2007","Antarctica (the territory South of 60 deg S)","Joshuaborough","1.049326230956192"
"2006","Philippines","South Benjamin","1.0502811182123295"
"2000","Liechtenstein","Robertmouth","1.0513847351986425"
"2001","Iran","Lake Adam","1.0517387856416711"
"2002","Heard Island and McDonald Islands","East Seanbury","1.0517490426778535"
"2013","Albania","Reedmouth","1.0522753122701007"
"2005","Congo","Lake Megan","1.0526133615283348"
"2008","Tuvalu","Paulahaven","1.053345636807379"
"2021","Malta","Lake Maryport","1.0535347320850836"
"2002","Saudi Arabia","East Thomas","1.0557573682782346"
"2006","Hungary","Stephenhaven","1.0557700539901145"
"2000","Italy","South Ronaldborough","1.0559476227329874"
"2001","Norfolk Island","New Kevinstad","1.0562327417536974"
"2009","Martinique","Lake Jacquelinechester","1.0566215388719122"
"2009","Cayman Islands","Cristinaside","1.0567770929545492"
"2004","Turkey","South Dennis","1.057913233221797"
"2005","Gabon","New Jasminebury","1.0580387466960726"
"2012","Albania","North Evelyn","1.058281176553004"
"2003","Afghanistan","North David","1.0587138495561528"
"2019","Solomon Islands","Port William","1.058930087560806"
"2002","Montenegro","North William","1.0596426999236046"
"2018","Turks and Caicos Islands","Michealside","1.059902245541667"
"2016","Pakistan","New Julieton","1.0599428936891413"
"2001","Montserrat","North Bobby","1.060250022550144"
"2020","Bhutan","North Derekchester","1.0604876798814318"
"2011","Barbados","South Lauraberg","1.0605427373323288"
"2000","Sweden","Lake Amberhaven","1.0608672794634622"
"2016","Djibouti","Lake Miguel","1.061236013592127"
"2008","Gibraltar","Lake Kevinchester","1.0614601392238248"
"2005","Finland","Karenfort","1.0626047559610956"
"2002","British Indian Ocean Territory (Chagos Archipelago)","North Matthewville","1.0626414934001218"
"2006","Nepal","North Julie","1.0628485479382976"
"2007","Libyan Arab Jamahiriya","Boothtown","1.0632792632651658"
"2013","Colombia","Lake Jeffreyland","1.0636965770884614"
"2018","Venezuela","Janiceton","1.0643173533435315"
"2006","American Samoa","East Justinchester","1.064401647606669"
"2020","Andorra","Calderonmouth","1.0645751057643782"
"2016","Saudi Arabia","Cassandraville","1.0656993888913768"
"2015","Iran","Aliberg","1.0658440501743436"
"2006","Palestinian Territory","East Jamesview","1.0658442102938044"
"2014","Northern Mariana Islands","Floresborough","1.0663591611432506"
"2014","Ukraine","North Jennifer","1.0668771914982134"
"2010","Bhutan","Ashleyfort","1.0671018072619194"
"2018","Cote d'Ivoire","North Jessica","1.067487812112382"
"2005","Sierra Leone","Beasleyview","1.0683546297618858"
"2020","Antigua and Barbuda","Port Jill","1.0690535453575911"
"2016","Botswana","Carolineborough","1.0696615030704852"
"2000","Burkina Faso","North Virginiafort","1.0698564275887326"
"2021","Cook Islands","Caseystad","1.0698742134498715"
"2000","Chile","West Barbaratown","1.0701450698053612"
"2009","France","Burnettbury","1.071076072038437"
"2011","Turkey","South Rebeccastad","1.071203275815854"
"2002","Puerto Rico","Richardbury","1.0716307023589142"
"2003","Gambia","Nicholasfurt","1.0716853347659243"
"2004","Bermuda","South Amyville","1.0716967028063666"
"2018","Togo","New Allen","1.0717582407798747"
"2003","Northern Mariana Islands","Karenton","1.0717627668557348"
"2001","Denmark","South Ianview","1.071951668916768"
"2002","Namibia","South Kathleen","1.072069826144245"
"2010","Svalbard & Jan Mayen Islands","Marieport","1.072820930375937"
"2005","Slovenia","Brendachester","1.0731903881544944"
"2000","Zimbabwe","South Kelly","1.0733104640737523"
"2002","Madagascar","West Kevin","1.0733777467046584"
"2013","Angola","Port Holly","1.0739673159308094"
"2011","French Polynesia","Austinfort","1.0741713851364272"
"2011","Macao","New Wendyborough","1.074213855213252"
"2008","Dominica","Lawsonberg","1.074391393463266"
"2018","Portugal","Meyerville","1.0750458085619623"
"2014","Burkina Faso","West Josephburgh","1.0754284950167927"
"2006","Isle of Man","Coryfurt","1.075601331810877"
"2015","Yemen","New Marychester","1.0757675224067735"
"2007","Austria","Briannaport","1.0757710295545426"
"2020","Zambia","East Jill","1.0757851058716714"
"2017","French Guiana","North Johnathan","1.077555063844515"
"2016","American Samoa","Ayalachester","1.077566958072282"
"2014","Philippines","West Emilyton","1.0776042812078517"
"2017","Niue","Hawkinsview","1.078228069005129"
"2000","Cape Verde","Kennethburgh","1.0783431853186412"
"2011","Paraguay","Dianastad","1.0788983607465423"
"2016","Burkina Faso","North Taylorport","1.0791125271316435"
"2014","Saint Martin","Loveberg","1.0794559797826144"
"2007","Costa Rica","Kellytown","1.0801445018145217"
"2010","Kyrgyz Republic","Angelashire","1.0804270276201202"
"2022","Venezuela","Brookeport","1.0804472214792766"
"2010","Trinidad and Tobago","New Alexander","1.0813265749799117"
"2011","Spain","Schultzberg","1.0824730505724771"
"2006","Oman","East Vanessatown","1.0837617105967834"
"2020","Cocos (Keeling) Islands","South Jillian","1.0847811483322365"
"2003","Isle of Man","Amyhaven","1.084833486901007"
"2008","Morocco","North Carlton","1.0850978571843544"
"2017","Botswana","Christopherchester","1.086463469922879"
"2021","Qatar","North Garyland","1.0868542282293738"
"2009","Jamaica","Beckhaven","1.0878929325848197"
"2009","Gibraltar","Pamelastad","1.0879375547066468"
"2018","Russian Federation","Jasonburgh","1.0880751768514507"
"2004","Ethiopia","North Christieport","1.0908807661426136"
"2010","United States Virgin Islands","North Samanthaland","1.0921158373678013"
"2007","Austria","Haleychester","1.0921880179848766"
"2022","Algeria","New Sandra","1.092427376249341"
"2014","Bahrain","Port Shannonfort","1.0930316815539147"
"2013","Argentina","South Amy","1.0932543155950396"
"2014","Indonesia","Johnberg","1.093275655934411"
"2000","Lao People's Democratic Republic","New Justin","1.0945067010913687"
"2001","Angola","Christineborough","1.094835860360077"
"2016","Sri Lanka","Linville","1.0949154726729322"
"2021","Burundi","Danielport","1.0950480175409982"
"2007","Kazakhstan","East Larry","1.0951356909580967"
"2019","Iran","Lake Robert","1.0953757340768382"
"2020","Greenland","South Cynthia","1.0955920411705564"
"2020","Liechtenstein","Thompsonstad","1.0965748498705554"
"2007","Japan","Tanyamouth","1.0967790618720754"
"2017","Saint Barthelemy","South Stephaniemouth","1.0973595307117514"
"2007","Azerbaijan","Cookechester","1.0981736472492605"
"2009","Ecuador","East Theresa","1.0983105549616594"
"2016","Rwanda","Lisafurt","1.09881085614353"
"2021","Dominica","Lake Elizabethtown","1.10090083542019"
"2018","Iraq","Harrisport","1.1015570182496537"
"2011","Thailand","East Kimberly","1.102782932471527"
"2009","Montenegro","Mclaughlinside","1.1029443787916935"
"2019","Qatar","Aaronview","1.103225281636676"
"2006","Croatia","North Davidland","1.1034504585776252"
"2015","Tuvalu","Padillaville","1.1037240767814311"
"2022","French Southern Territories","Port Sandra","1.104134915205149"
"2019","Vanuatu","Tammymouth","1.1043391158934193"
"2020","Solomon Islands","Lewisborough","1.1051552246019751"
"2020","Haiti","Murraybury","1.1052514932227622"
"2017","Kenya","Lake Gregoryville","1.1054959246132263"
"2006","Ecuador","South Brandonshire","1.1057145714138752"
"2018","Rwanda","New Kristin","1.1059876482569817"
"2005","Bangladesh","Gonzaleztown","1.1065120075276769"
"2007","Peru","South Jacqueline","1.1067156358344388"
"2014","Guernsey","Lake Amy","1.1068716876241018"
"2014","Dominica","Lake Garyville","1.10728646138151"
"2011","Liberia","Nguyenborough","1.1076720022980695"
"2018","Czech Republic","Peterport","1.1079042862643735"
"2017","Guinea","Port Craigmouth","1.108276557960741"
"2014","Somalia","New Shelleyton","1.108993129828071"
"2003","Indonesia","New Caitlynbury","1.109150263495556"
"2011","Mongolia","North Tammyburgh","1.1099536441700095"
"2008","Zambia","Rossstad","1.110018018060768"
"2006","Malta","West Michelle","1.1108364715761216"
"2002","Lesotho","Port Susanshire","1.111482528045339"
"2017","Papua New Guinea","South Stevenchester","1.1125392277109514"
"2016","Peru","Jamestown","1.1128856173356587"
"2005","Tonga","Sheltonside","1.112941803562782"
"2004","Grenada","Maryland","1.113071389944464"
"2021","Tanzania","Jamesborough","1.1133106317307726"
"2003","Morocco","East Ericport","1.1133263476842552"
"2014","Malta","Port Breanna","1.1136816943035723"
"2020","Marshall Islands","South Sydney","1.1138622581406894"
"2002","Eritrea","Toddton","1.1145854673332136"
"2018","Tuvalu","Andreaberg","1.1148354979881936"
"2017","Uganda","South Sarahtown","1.1163144316605964"
"2019","Indonesia","Tamarachester","1.1164333682635654"
"2021","Romania","North Christopher","1.1169694797923575"
"2001","Argentina","Katiestad","1.1172873163483303"
"2014","Belgium","North Madelineburgh","1.1173021019010658"
"2013","Samoa","Kellyhaven","1.1174491592770817"
"2000","Korea","Lake Jacquelineton","1.1175220956373848"
"2014","Lao People's Democratic Republic","Angelaburgh","1.1178490775401009"
"2010","Svalbard & Jan Mayen Islands","Underwoodfort","1.117932342476554"
"2018","Antigua and Barbuda","West Davidbury","1.1187823609478265"
"2017","Bangladesh","Michaelville","1.1191686170766066"
"2005","Swaziland","New Erica","1.1195842150495277"
"2019","Luxembourg","Mcgeeshire","1.1195847367767555"
"2001","Kenya","North Janetberg","1.120179738894222"
"2000","Saint Helena","South Nathan","1.1222096515478814"
"2004","Togo","Deannaberg","1.1222196132287363"
"2020","Honduras","New Theresabury","1.122781092428948"
"2009","Portugal","Juanchester","1.1236559584503216"
"2001","Jersey","East Fernandoshire","1.1241910146835654"
"2012","Mayotte","Michaelfurt","1.1247428415308671"
"2001","Eritrea","West Jessicamouth","1.1247847194451888"
"2022","Kazakhstan","Port Kimberly","1.1251822289415931"
"2021","Nepal","Robertbury","1.125386615267827"
"2014","Sierra Leone","Loveborough","1.1254675014529325"
"2013","United States of America","New William","1.125480693465065"
"2020","Netherlands Antilles","East Claire","1.1259783969173704"
"2018","Saudi Arabia","East Michele","1.1268325036870912"
"2012","Cyprus","Port Coreyside","1.1278547284082558"
"2007","Yemen","Carlsonville","1.1280592969744216"
"2000","Uruguay","Brandychester","1.1293871934282145"
"2000","Saint Vincent and the Grenadines","Taylorhaven","1.129941515792591"
"2009","Korea","North Hectorton","1.1309888346538757"
"2005","Tanzania","Michaelmouth","1.1310677349331604"
"2019","Cayman Islands","North Ashley","1.1312238337113938"
"2020","Denmark","New Kevinview","1.131371362568307"
"2011","Gibraltar","New Jessica","1.131520717887886"
"2015","United States Minor Outlying Islands","West Jamie","1.1317005734384622"
"2020","Comoros","West Andrewville","1.132172285683735"
"2005","Ireland","North Sarah","1.132574659484224"
"2016","Sudan","West Joannville","1.1332768456586482"
"2010","Paraguay","Richardsonberg","1.1339074191172078"
"2012","Netherlands Antilles","Katiehaven","1.1347659649411872"
"2020","Cook Islands","West Juliaside","1.1356726383719982"
"2000","Moldova","New Scottburgh","1.135756628043307"
"2010","Lao People's Democratic Republic","Nicholasberg","1.13615101153914"
"2001","Montserrat","Pittmanchester","1.136849009361034"
"2022","Tuvalu","Bradleyfort","1.137202230643375"
"2001","Northern Mariana Islands","Lake Joelborough","1.13735525570238"
"2006","China","Sergiofurt","1.1378150874034116"
"2014","Ghana","Earlside","1.138016378293107"
"2011","Serbia","North Nicoleberg","1.1390733589572977"
"2001","Argentina","South Lindamouth","1.1402005093756065"
"2014","Cook Islands","Lake Danielbury","1.1402982256441765"
"2022","Tunisia","Lake Brucefurt","1.1411376127387898"
"2001","Portugal","Port Joshua","1.141380921882922"
"2004","Palau","Shanemouth","1.1417630423251393"
"2017","Oman","North Anna","1.1426641355035367"
"2016","Equatorial Guinea","West Shane","1.143010224647726"
"2005","Northern Mariana Islands","South William","1.1435671137226244"
"2015","Mexico","New Pamela","1.1442526085859392"
"2012","Netherlands Antilles","East Megan","1.144733318740534"
"2002","Ukraine","Walkerberg","1.1458398109211478"
"2018","Ecuador","Steeleborough","1.14649481073421"
"2011","Iran","North Aaronhaven","1.1466527291029096"
"2020","Norfolk Island","Ashleyborough","1.146951602751547"
"2013","Russian Federation","South Michaelchester","1.1472277197669478"
"2012","Czech Republic","Cookberg","1.1474891740197664"
"2020","Cocos (Keeling) Islands","South Steven","1.147920278120249"
"2020","Palestinian Territory","Moralesstad","1.148020885741607"
"2013","Israel","Port Michaelport","1.14829411324497"
"2010","Czech Republic","Danielleview","1.1486527557606685"
"2008","Timor-Leste","South Tinaton","1.14872293379409"
"2001","Wallis and Futuna","Rebeccaport","1.149210692089364"
"2020","Mozambique","Lake Katelyn","1.14923250630841"
"2014","Kiribati","West Joseph","1.1493362123162014"
"2009","Holy See (Vatican City State)","South Robertbury","1.1493503802655058"
"2000","Montserrat","West Jordan","1.1500174526154043"
"2012","Syrian Arab Republic","Carolburgh","1.1504741598344432"
"2009","Haiti","Bowmanside","1.1506095695175749"
"2018","Zimbabwe","Grantshire","1.1516088427679831"
"2005","Svalbard & Jan Mayen Islands","North Beth","1.1527104774417054"
"2011","Poland","West Philip","1.1531732950454852"
"2013","North Macedonia","Johnsonfurt","1.1533778560533614"
"2008","Namibia","North Daniel","1.1534625904720643"
"2020","Rwanda","Halemouth","1.1545703760233346"
"2019","Saint Helena","Petersenfurt","1.1553079847901313"
"2002","Zambia","Port Jeremiah","1.1554261324308008"
"2000","Botswana","Port Andrewhaven","1.155520840841114"
"2019","New Caledonia","Port Matthewland","1.1556080407102176"
"2002","Czech Republic","North Philip","1.1568765068888909"
"2016","Liechtenstein","West Brittanyberg","1.1582062994765794"
"2010","Guinea-Bissau","Murphyville","1.1583573083729388"
"2012","Cape Verde","Lake Patriciaville","1.1587410022461435"
"2020","Belgium","West Christopher","1.15874388983404"
"2005","Tokelau","Johnfort","1.1589957876353187"
"2013","Algeria","Port Charles","1.159497909854531"
"2000","Philippines","North Codyfort","1.159607701455139"
"2005","Guernsey","Brookeport","1.1603170880889075"
"2011","Jamaica","Juliafurt","1.160846792980942"
"2010","Oman","Aaronchester","1.1611057781277914"
"2020","Malawi","Port Jamestown","1.1622824319360672"
"2000","Bolivia","Lake Robertview","1.1625548892689"
"2015","Kuwait","Brownton","1.1629873076902952"
"2014","Reunion","New Joseph","1.1631292747865545"
"2015","Canada","Sarahmouth","1.1631726398079112"
"2021","Montserrat","Michaelstad","1.1641523618947058"
"2007","India","North Laurieside","1.1641652423679785"
"2011","Oman","Lake Emilyland","1.164412915637769"
"2014","Guinea","Yolandastad","1.165189944750058"
"2013","Russian Federation","South Dianebury","1.165526766382892"
"2013","Germany","South Juanstad","1.1658766619477994"
"2015","Denmark","Adrienneberg","1.1661522032372154"
"2004","Myanmar","Port Alexandraview","1.1670147492613314"
"2009","Cook Islands","Morrismouth","1.167177714802304"
"2009","Sudan","Mackfort","1.1688870805873488"
"2016","Ethiopia","Hallland","1.1691352739406886"
"2014","Armenia","Ramirezfurt","1.1692258074102582"
"2012","Antigua and Barbuda","Fowlerhaven","1.169493518626511"
"2009","Malta","North James","1.169611064107682"
"2013","Netherlands Antilles","North Christina","1.170585396888523"
"2017","Turks and Caicos Islands","Lake Melissaberg","1.170599961695642"
"2009","Svalbard & Jan Mayen Islands","East Davidfort","1.1708692525313933"
"2015","Martinique","East Brittanyshire","1.1712297057383254"
"2015","Luxembourg","Martinburgh","1.1712790824989785"
"2006","Turkmenistan","Beckershire","1.1713635286714883"
"2018","Somalia","East Eric","1.1723412832317643"
"2021","Dominican Republic","Port Melissaview","1.1727432735955212"
"2004","Serbia","Martinezbury","1.1737007814980238"
"2017","Nigeria","Wallacechester","1.17428663160095"
"2001","Iraq","Martinview","1.175190439988724"
"2002","Iraq","West Jocelynmouth","1.1752495252997095"
"2000","Maldives","Bensonview","1.1758858437028583"
"2018","Bolivia","Desireestad","1.1759657665419052"
"2017","United States Virgin Islands","Vargasville","1.1764899122304329"
"2016","Czech Republic","North Joshuaside","1.176857149483161"
"2003","Norway","Cabrerafurt","1.1772784489854493"
"2012","Bhutan","New Jessicaland","1.1775371846449598"
"2012","Kiribati","Milesshire","1.1777720793312765"
"2002","Gambia","West Johnland","1.178580633578162"
"2000","Seychelles","East Davidshire","1.1792144981950052"
"2010","Hong Kong","Lake Sheilahaven","1.1803389363699268"
"2004","Bhutan","Port Leah","1.1811378347522898"
"2010","Reunion","Aaronborough","1.1822124991228264"
"2011","Saint Martin","New Darrenbury","1.182614357384277"
"2019","Mayotte","Kaylaburgh","1.1836397148931053"
"2013","South Africa","Saraton","1.1837120374414662"
"2000","Western Sahara","Davidville","1.183812085420011"
"2016","Andorra","Jenniferside","1.183917758567672"
"2021","France","Nicolemouth","1.184204681397669"
"2000","United Arab Emirates","Lake Shawna","1.1844599106532152"
"2016","Dominica","Klineton","1.1846559697363743"
"2007","Uzbekistan","West Peter","1.1848941493856109"
"2012","Russian Federation","Jacobhaven","1.1855738922418797"
"2014","Palestinian Territory","Gardnerfort","1.1859706673604662"
"2008","Saint Kitts and Nevis","North Christina","1.1866222325421691"
"2017","Netherlands Antilles","South Harry","1.1874083022513908"
"2002","Mongolia","Toddfurt","1.1875438264553158"
"2000","Japan","North Stephanie","1.188128252702205"
"2021","Qatar","Brittneyborough","1.1890894888343997"
"2000","Norway","New Kathytown","1.1897096285778503"
"2008","United States Minor Outlying Islands","Lake Marcusville","1.1900895167495835"
